dataset,window_size,score_threshold,original_precision_mean,original_recall_mean,original_f1_score_mean,original_accuracy_mean,original_n_runs,unseen_precision_mean,unseen_recall_mean,unseen_f1_score_mean,unseen_accuracy_mean,unseen_n_runs
SKAB,5,0.05,0.3716248178721377,1.0,0.5414343890801612,0.3874314859411134,25,0.14146341463414633,0.2,0.16571428571428573,0.6108527131782945,25
SKAB,4,0.05,0.3914267695521122,0.863157894736842,0.5377604712476213,0.47168211257709963,25,0.14285714285714288,0.2,0.16666666666666669,0.5478260869565217,25
SKAB,5,0.0,0.36119506020251557,1.0,0.530687635833408,0.36262528439072583,25,0.14146341463414633,0.2,0.16571428571428573,0.6108527131782945,25
