dataset,window_size,score_threshold,original_precision_mean,original_recall_mean,original_f1_score_mean,original_accuracy_mean,original_n_runs,unseen_precision_mean,unseen_recall_mean,unseen_f1_score_mean,unseen_accuracy_mean,unseen_n_runs
BATADAL,4,2.9957,0.042682926829268296,1.0,0.08187134502923976,0.23414634146341468,5,0.08333333333333333,1.0,0.15384615384615385,0.3125,5
BATADAL,4,3.912,0.04225352112676056,0.8571428571428571,0.08053691275167785,0.33170731707317075,5,0.2,1.0,0.3333333333333333,0.75,5
BATADAL,4,3.5066,0.0410958904109589,0.8571428571428571,0.0784313725490196,0.3121951219512195,5,0.125,1.0,0.22222222222222224,0.5625,5
