dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,ensemble_enabled,ensemble_orders,ensemble_weights,ensemble_aggregation,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
SKAB,4,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.591638580384755,0.15165447668677684,0.4950037192422979,0.19714914461705668,0.609001977904153,0.3145307551983746,0.495810873371849,0.18267969551541002,0.04869467174957779,458.8,795.0
SKAB,4,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5935953851415302,0.15029463205529872,0.49485682549179005,0.19988364896090388,0.5945018219796709,0.31629819889662153,0.48960422166882117,0.18732593168235373,0.04869467174957779,458.8,795.0
SKAB,4,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.544797054979095,0.14575092034643466,0.39567795714159554,0.15322942506135928,0.6229946399851566,0.3133210363809753,0.4769868543000662,0.20208706420127967,0.04869467174957779,458.8,795.0
SKAB,4,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5984061422351367,0.1462884967132331,0.496983551476113,0.20495290465261815,0.5630164479572773,0.3146320238133716,0.47668935631162834,0.19380255110735414,0.04869467174957779,458.8,795.0
SKAB,4,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.6019580197380712,0.14862357957943936,0.499373117637301,0.22547817852138483,0.5219935423103856,0.3166993605068576,0.4578242876670886,0.2094918095137308,0.04869467174957779,458.8,795.0
SKAB,3,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5319526280968073,0.18981361131843416,0.348238781373638,0.1709219823157333,0.6796136598988072,0.24367862926950234,0.4521553941141066,0.18861477468069174,0.09359674637187985,267.8,488.0
SKAB,4,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.611147594651402,0.14017810828625815,0.506236459460368,0.23589498574851175,0.4669817152775115,0.29326782413580166,0.4355141583527679,0.21616714424059522,0.04869467174957779,458.8,795.0
SKAB,3,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2696540445640332,0.002278689299989098,0.2681850645197013,0.0022720286160154562,1.0,0.0,0.4229382433496553,0.002826777686495486,0.09359674637187985,267.8,488.0
SKAB,3,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2696540445640332,0.002278689299989098,0.2681850645197013,0.0022720286160154562,1.0,0.0,0.4229382433496553,0.002826777686495486,0.09359674637187985,267.8,488.0
SKAB,3,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2696540445640332,0.002278689299989098,0.2681850645197013,0.0022720286160154562,1.0,0.0,0.4229382433496553,0.002826777686495486,0.09359674637187985,267.8,488.0
SKAB,3,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2696540445640332,0.002278689299989098,0.2681850645197013,0.0022720286160154562,1.0,0.0,0.4229382433496553,0.002826777686495486,0.09359674637187985,267.8,488.0
SKAB,3,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5617376116737407,0.15652573841344974,0.38383295659804817,0.21236657850137003,0.5703316149457277,0.24849260176112944,0.41508962946377764,0.14092673470401765,0.09359674637187985,267.8,488.0
SKAB,3,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5708329700819555,0.15242791492360694,0.3901391364351967,0.2225061709204855,0.5523152057013789,0.24329332077583374,0.4120866367250972,0.14259497432352536,0.09359674637187985,267.8,488.0
SKAB,3,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.379339059965984,0.11994081404896698,0.27504761413433143,0.07544104881193474,0.8025062656641605,0.21493085159587583,0.40917224866230884,0.11054456253758857,0.09359674637187985,267.8,488.0
SKAB,3,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5885434841830459,0.14275292269378567,0.4045290375334513,0.23746506606225645,0.5213448255693389,0.23333835194084146,0.4062656370719484,0.1394861583304813,0.09359674637187985,267.8,488.0
SKAB,6,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.3018319517787592,0.09948345205329655,0.2512328859038716,0.03202110933643323,1.0,0.0,0.40059248743930786,0.04005982307605042,0.011542495944551938,1120.4,1585.6
SKAB,5,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4540140783975034,0.10986472219868021,0.30403167780082013,0.1642256095861838,0.5338066657728961,0.32679300635098746,0.3854971399825975,0.21623810570855484,0.02310945304285338,732.2,1149.0
SKAB,5,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5208975690388892,0.03154466244652313,0.3146478474313343,0.16467697463463904,0.4940603615227259,0.28793750655883116,0.3826905154544454,0.20660735554724138,0.02310945304285338,732.2,1149.0
SKAB,3,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.6160378971314328,0.1212194472968636,0.43308019834069583,0.2792394943942836,0.45288781189210786,0.2246858396057413,0.3813419687221906,0.13605672813499634,0.09359674637187985,267.8,488.0
SKAB,5,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5215719961735044,0.03079346092514834,0.3132701886050386,0.1640476324342753,0.4847379410067324,0.28422221095724176,0.3787110714266888,0.2049291891807975,0.02310945304285338,732.2,1149.0
SKAB,6,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2343310804572997,0.0055490552353654795,0.23122410314396663,0.00559743283851568,1.0,0.0,0.37556808495266947,0.007393316546069518,0.011542495944551938,1120.4,1585.6
SKAB,6,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2343310804572997,0.0055490552353654795,0.23122410314396663,0.00559743283851568,1.0,0.0,0.37556808495266947,0.007393316546069518,0.011542495944551938,1120.4,1585.6
SKAB,6,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2343310804572997,0.0055490552353654795,0.23122410314396663,0.00559743283851568,1.0,0.0,0.37556808495266947,0.007393316546069518,0.011542495944551938,1120.4,1585.6
SKAB,6,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2343310804572997,0.0055490552353654795,0.23122410314396663,0.00559743283851568,1.0,0.0,0.37556808495266947,0.007393316546069518,0.011542495944551938,1120.4,1585.6
SKAB,6,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.2343310804572997,0.0055490552353654795,0.23122410314396663,0.00559743283851568,1.0,0.0,0.37556808495266947,0.007393316546069518,0.011542495944551938,1120.4,1585.6
SKAB,5,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5266914662688847,0.03384862434169419,0.3138559463488697,0.16507500696244262,0.4686147764780704,0.2750283886172633,0.3742677606466395,0.20360281700703875,0.02310945304285338,732.2,1149.0
SKAB,5,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5320348129356581,0.03594568107475242,0.31342573026563414,0.16577411015946839,0.4492990989460205,0.26781371458757824,0.36751189867325956,0.20201882053184303,0.02310945304285338,732.2,1149.0
SKAB,5,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5371704471132029,0.040558708762721135,0.31163808531685416,0.1668206609477406,0.4214206593431058,0.2560331285859769,0.35657114226394165,0.19940534980898988,0.02310945304285338,732.2,1149.0
SKAB,3,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.6541739838614977,0.09263557000142272,0.4495166728293452,0.2762114929806746,0.3614093763459156,0.21095405859254704,0.34039215343583257,0.1514829818001798,0.09359674637187985,267.8,488.0
SKAB,6,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4822186365532427,0.10755082266286269,0.18578152104361692,0.12659223314476256,0.510435392072419,0.37634579316864014,0.2714404180690688,0.1879917991467158,0.011542495944551938,1120.4,1585.6
SKAB,6,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4870676999960204,0.10887379485108316,0.1854010443862296,0.12810604982215806,0.4978183909848399,0.3682486532849048,0.26931695299684355,0.18873120263310914,0.011542495944551938,1120.4,1585.6
SKAB,6,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.48948044795162593,0.11106290723871923,0.18289120408696694,0.1295095064551262,0.48488857149353853,0.3680428747981629,0.26472097185378585,0.19021878117528332,0.011542495944551938,1120.4,1585.6
SKAB,6,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4999748867142511,0.11433000977215427,0.18409203860276732,0.13471522382673917,0.47442788780470635,0.37054445261956914,0.264395292118048,0.19620452636217414,0.011542495944551938,1120.4,1585.6
SKAB,6,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5110068715613727,0.11709183807614681,0.18468324429844962,0.13920725200707398,0.4591461819764163,0.36815530555751885,0.2625215550007602,0.2004937676646682,0.011542495944551938,1120.4,1585.6
SKAB,7,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.10426775857668627,0.006379301917028376,0.10001264427252067,0.00644459147280218,1.0,0.0,0.18177911924243348,0.010661455024463357,0.006584720054996291,1479.8,1930.6
SKAB,7,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5183961148082373,0.14219263484264855,0.07877591605314377,0.07468294566618601,0.465625,0.46179739706661405,0.1345073611292805,0.1283546949067339,0.006584720054996291,1479.8,1930.6
SKAB,7,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.5048562396196877,0.14589447071069161,0.07717642120235514,0.07273570713564687,0.46875,0.4608712876172696,0.13230792498487598,0.12542272581529573,0.006584720054996291,1479.8,1930.6
SKAB,7,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.49318149190500066,0.14732179703973428,0.07590470887308222,0.07110522334517255,0.471875,0.460031772566671,0.1305863361514679,0.12298622823748205,0.006584720054996291,1479.8,1930.6
SKAB,7,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4853559318544288,0.15110743764718998,0.07490849060202173,0.07014594460287653,0.471875,0.460031772566671,0.12906866523152702,0.12148343083841341,0.006584720054996291,1479.8,1930.6
SKAB,7,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.3956996839325439,0.07439963589676664,0.06661653873903634,0.06314224737759433,0.471875,0.460031772566671,0.11671400351326483,0.11103583220718623,0.006584720054996291,1479.8,1930.6
SKAB,8,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.00542330935619131,4.2319467237772946e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.3880757682700573,0.13882284670648876,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.45681447524249996,0.20601426251858856,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.46476166636896693,0.20474209843648575,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,8,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4885150809907949,0.1886953556885661,0.0,0.0,0.0,0.0,0.0,0.0,0.003939712153619476,1825.6,2186.2
SKAB,9,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006122849023924618,5.0654827059421735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.14219577338953193,0.23592176118549696,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.3928913717869936,0.12889006234242778,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.45396190572376,0.19467035983826092,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,9,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4641541521650596,0.19290395648598174,0.0,0.0,0.0,0.0,0.0,0.0,0.0030224704262955524,1957.8,2218.0
SKAB,10,0.0,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.001,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.005,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.01,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.05,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.1054,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.2231,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.006831062055962834,5.739932678774541e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.3567,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.05308956545732338,0.09441032831665702,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.5108,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.35332211632473387,0.1352219594619969,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.6931,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.42536827702353414,0.1981290894682406,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
SKAB,10,0.9163,3,0.5,avg_negative_log,10,,True,"[2, 3, 4]",,max,25,0.4376782359429779,0.19448231313276565,0.0,0.0,0.0,0.0,0.0,0.0,0.002600125855879298,2057.0,2260.8
