candidate_id,window_size,alphabet_size,suffix_max_order,suffix_min_context_count,suffix_smoothing_alpha,anomaly_threshold,scenario,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,f1_score_min,num_contexts_mean,transition_density_mean
24,3,3,3,2,0.5,0.9,gaussian_noise,0.5771288393397573,0.16146532507581557,0.33919211098805657,0.18610327889550743,0.5375933972721658,0.2430600276497254,0.40933019330298526,0.20141375722681668,0.13504823151125403,132.8,0.10354044540071641
24,3,3,3,2,0.5,0.9,original,0.58463160350471,0.15828932349519295,0.34415108050486715,0.18636118461609422,0.5350859468991084,0.2408154366879644,0.4121519944253186,0.20056322018389786,0.13755458515283842,132.8,0.10354044540071641
24,3,3,3,2,0.5,0.9,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,132.8,0.10354044540071641
25,3,3,4,1,0.1,0.5,gaussian_noise,0.668690402428062,0.06697461050874638,0.41831747123002405,0.2941711118994868,0.2254688718670163,0.141490626777595,0.2541716471128381,0.11859873208588553,0.09953343701399689,268.8,0.09697442078859805
25,3,3,4,1,0.1,0.5,original,0.674077064691992,0.06433938741626447,0.42708253061635004,0.28840837705898165,0.2294714341964637,0.14872700636215153,0.258376227934392,0.12510751966297481,0.10272873194221509,268.8,0.09697442078859805
25,3,3,4,1,0.1,0.5,unseen_data,0.08,0.1788854381999832,0.05,0.1118033988749895,0.2,0.447213595499958,0.08,0.1788854381999832,0.0,268.8,0.09697442078859805
26,3,3,4,1,0.1,0.7,gaussian_noise,0.6251605929595531,0.1178488283110755,0.41238628179363,0.2889553753217758,0.3704205427403324,0.20849570481034574,0.33985350424650607,0.1413820551306154,0.12380952380952381,268.8,0.09697442078859805
26,3,3,4,1,0.1,0.7,original,0.6328016686733458,0.11597421441139866,0.41572938993452146,0.28241802002007976,0.3669080301154867,0.2051635130627215,0.3426200783831613,0.14553281507175217,0.12408759124087591,268.8,0.09697442078859805
26,3,3,4,1,0.1,0.7,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
27,3,3,4,1,0.1,0.9,gaussian_noise,0.5710615240647584,0.16683998848366685,0.38708516279391236,0.2710851835363487,0.4783056666492225,0.23957490398380457,0.3777918660941773,0.1524132870884412,0.1437371663244353,268.8,0.09697442078859805
27,3,3,4,1,0.1,0.9,original,0.5788314903716121,0.16326373459611682,0.39069419776759845,0.2671807201365138,0.47330067268144305,0.24482966586107383,0.37725313918695313,0.15493064475699836,0.14629049111807732,268.8,0.09697442078859805
27,3,3,4,1,0.1,0.9,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
28,3,3,4,1,0.5,0.5,gaussian_noise,0.6441839781116545,0.0932149409994461,0.4165978070818802,0.2894249841672721,0.32497376616066537,0.22480253314306128,0.3099104101245628,0.1516495732634797,0.11315789473684211,268.8,0.09697442078859805
28,3,3,4,1,0.5,0.5,original,0.6533666685041055,0.08691428922266274,0.42607121125193415,0.2842902340027426,0.32748003182482577,0.22462557385302567,0.3154636516288719,0.15048798501976224,0.12239221140472879,268.8,0.09697442078859805
28,3,3,4,1,0.5,0.5,unseen_data,0.08,0.1788854381999832,0.05,0.1118033988749895,0.2,0.447213595499958,0.08,0.1788854381999832,0.0,268.8,0.09697442078859805
29,3,3,4,1,0.5,0.7,gaussian_noise,0.599967889732667,0.14001154362609716,0.3992598943833962,0.26890616717256843,0.4458477492349999,0.2254543848146113,0.37330414279895374,0.14749920477372103,0.1423948220064725,268.8,0.09697442078859805
29,3,3,4,1,0.5,0.7,original,0.611473107849885,0.134744907243344,0.40717835626511745,0.2665449005980133,0.4418352801272173,0.2303088549181533,0.3754819891568316,0.15242663411116278,0.14585635359116023,268.8,0.09697442078859805
29,3,3,4,1,0.5,0.7,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
30,3,3,4,1,0.5,0.9,gaussian_noise,0.5705255133552537,0.1673312780214542,0.3417741040872812,0.1854100460867249,0.5655874621604445,0.24651482394564764,0.4193159404782366,0.20170761007871033,0.1437371663244353,268.8,0.09697442078859805
30,3,3,4,1,0.5,0.9,original,0.5774922668107016,0.16418569348973466,0.3456239278875854,0.1855139068805476,0.560582468192665,0.24394619004675722,0.4208046692894796,0.20081303528109207,0.14629049111807732,268.8,0.09697442078859805
30,3,3,4,1,0.5,0.9,unseen_data,0.04,0.0894427190999916,0.04,0.0894427190999916,0.2,0.447213595499958,0.06666666666666667,0.14907119849998596,0.0,268.8,0.09697442078859805
31,3,3,4,2,0.1,0.5,gaussian_noise,0.6697523160875531,0.06607819759654786,0.41772339314083834,0.2943402270194409,0.21945383427303136,0.13180461410751054,0.25132250983924037,0.11530232164011595,0.09953343701399689,268.8,0.09697442078859805
