dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,ensemble_enabled,ensemble_orders,ensemble_weights,ensemble_aggregation,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,4,3.912,3,0.1,avg_negative_log,5,,False,[3],,mean,5,0.8125,0.0,0.25,0.0,1.0,0.0,0.4,0.0,0.023245060949978982,366.0,553.0
BATADAL,4,3.5066,3,0.1,avg_negative_log,5,,False,[3],,mean,5,0.5625,0.0,0.125,0.0,1.0,0.0,0.22222222222222224,0.0,0.023245060949978982,366.0,553.0
BATADAL,4,4.2,3,0.1,avg_negative_log,5,,False,[3],,mean,5,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023245060949978982,366.0,553.0
