dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,entropy_threshold,entropy_mode,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
SKAB,4,0.05,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5478260869565217,0.4667589250779106,0.14285714285714288,0.29160592175990213,0.2,0.408248290463863,0.16666666666666669,0.34020690871988585,0.05091218372849919,233.6,423.2
SKAB,5,0.0,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6108527131782945,0.3363170946439545,0.14146341463414633,0.2887609859378543,0.2,0.408248290463863,0.16571428571428573,0.3382628692414865,0.024463156247202984,399.6,664.2
SKAB,5,0.05,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6108527131782945,0.3363170946439545,0.14146341463414633,0.2887609859378543,0.2,0.408248290463863,0.16571428571428573,0.3382628692414865,0.024463156247202984,399.6,664.2
