dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,time_decay_enabled,time_decay_rate,time_decay_min_weight,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,4,3.912,3,0.1,avg_negative_log,5,,False,0.99,0.01,5,0.9512195121951219,0.0,0.36363636363636365,0.0,0.5714285714285714,0.0,0.4444444444444445,0.0,0.023245060949978982,366.0,553.0
BATADAL,4,3.5066,3,0.1,avg_negative_log,5,,False,0.99,0.01,5,0.8731707317073172,0.0,0.14814814814814814,0.0,0.5714285714285714,0.0,0.23529411764705882,0.0,0.023245060949978982,366.0,553.0
BATADAL,4,4.2,3,0.1,avg_negative_log,5,,False,0.99,0.01,5,0.9658536585365853,0.0,0.5,0.0,0.14285714285714285,0.0,0.22222222222222224,0.0,0.023245060949978982,366.0,553.0
