dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,dirichlet_smoothing_enabled,dirichlet_alpha,dirichlet_prior_mode,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,3,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.8581818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385976855003404,226.0,434.0
BATADAL,3,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385976855003404,226.0,434.0
BATADAL,3,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.9672727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385976855003404,226.0,434.0
BATADAL,3,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.9709090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07385976855003404,226.0,434.0
BATADAL,5,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.29012345679012347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.6851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,5,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.7530864197530864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01306479113384484,460.0,613.0
BATADAL,6,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.015037593984962405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.022556390977443608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.6090225563909775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,6,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.9398496240601503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013948717948717947,375.0,476.0
BATADAL,7,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,7,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.49107142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008152078428616606,573.0,696.0
BATADAL,8,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.4479166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.7395833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,8,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.7395833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009533898305084746,408.0,459.0
BATADAL,9,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.024096385542168676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.03614457831325301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.06024096385542168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.21686746987951805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,2.9957,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.39759036144578314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,3.5066,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.5903614457831325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,3.912,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.8674698795180722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,9,4.2,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.8674698795180722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00781955736224029,492.0,554.0
BATADAL,10,0.0,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.001,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.005,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.01,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.05,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.1054,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.2231,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.3567,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.5108,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.6931,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,0.9163,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,1.204,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,1.6094,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
BATADAL,10,2.3026,3,0.1,avg_negative_log,5,,True,5.0,uniform,5,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007812252400722594,454.0,493.0
