dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,entropy_threshold,entropy_mode,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
SKAB,4,0.2231,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5935947485217268,0.15006059394817725,0.4950645274395452,0.19958569518754776,0.5974993593709961,0.3156314203728574,0.4910609434834873,0.18643429075571938,0.05091218372849919,233.6,423.2
SKAB,4,0.3567,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5953863286109842,0.1469375357132884,0.49497906896383964,0.20111904524242466,0.5790041411639419,0.3118467297483302,0.48356067717337425,0.18809576577307613,0.05091218372849919,233.6,423.2
SKAB,4,0.1054,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5451547623985828,0.1443538623673851,0.3941463615777333,0.15482282667913178,0.6139982871161601,0.3137840788630038,0.4730425300302867,0.20330600934561804,0.05091218372849919,233.6,423.2
SKAB,4,0.5108,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6021785295052722,0.14302291274854603,0.49885965556728556,0.20744733481049124,0.5475112857515061,0.31099487244954077,0.4712839167160409,0.19639157956404033,0.05091218372849919,233.6,423.2
SKAB,3,0.1054,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.550125504419663,0.16860921661811884,0.3506566413347672,0.1655680832188858,0.6636109852552249,0.23911283125997923,0.4508002618998643,0.18241159525595113,0.09671838815773455,131.8,248.2
SKAB,4,0.6931,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6075396773602264,0.14377985392471596,0.5031125770307464,0.2282684009447675,0.4949657987601228,0.2997490363340707,0.4491165401965439,0.20993455162110902,0.05091218372849919,233.6,423.2
SKAB,6,0.1054,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.3756453902622757,0.1221841663690812,0.2747464302083234,0.039793937755911876,1.0,0.0,0.4295717376863392,0.04967911982623435,0.012314008578911195,661.0,997.8
SKAB,3,0.0,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.001,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.005,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.01,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.2231,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5638792475435922,0.1556672021338131,0.3844223408949081,0.21507488756235613,0.5613215399760427,0.2454448040858557,0.41244709231771315,0.14191828782824423,0.09671838815773455,131.8,248.2
SKAB,4,0.9163,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6138969457786542,0.12853817862540948,0.49925081951485006,0.23298957790428987,0.42898132852136295,0.2877505110658263,0.4114603832706911,0.22186251433419463,0.05091218372849919,233.6,423.2
SKAB,3,0.3567,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5744595673913592,0.15025402593540102,0.3918891104924921,0.22441587145378233,0.5413225623704924,0.2344261323811401,0.4096764058527672,0.14059523160533702,0.09671838815773455,131.8,248.2
SKAB,3,0.05,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.3784058761767297,0.1205841135729367,0.2741880782429353,0.07574177305437692,0.7984962406015037,0.21383332725881496,0.4077336579399674,0.11085096474793904,0.09671838815773455,131.8,248.2
SKAB,3,0.5108,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5954073121450899,0.1367927551950949,0.4071437944507099,0.24073598305942695,0.5023458728706607,0.22543916857497803,0.4001817735637027,0.1376481377080125,0.09671838815773455,131.8,248.2
SKAB,5,0.1054,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.4562324511844366,0.11189940022830554,0.30433019246699733,0.16537236802957825,0.5294406928514143,0.32643796676151554,0.3846138850379914,0.21729034958229498,0.024463156247202984,399.6,664.2
SKAB,5,0.2231,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5235733626920962,0.03336380980177225,0.31462943005085864,0.16512081616755064,0.4847379410067324,0.28422221095724176,0.37981942309509065,0.20598374800349928,0.024463156247202984,399.6,664.2
SKAB,6,0.0,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.001,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.005,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.01,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.05,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,5,0.3567,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5231403701146405,0.030885793339120227,0.3125061492446557,0.16380697284371593,0.473652796404583,0.2768148428712709,0.37481761341112796,0.2029359712002431,0.024463156247202984,399.6,664.2
SKAB,5,0.5108,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5304881338902314,0.03556371453806815,0.3134738096408039,0.1656250711983158,0.45496138233700256,0.270611262855216,0.3694150756708192,0.20268322491559704,0.024463156247202984,399.6,664.2
SKAB,3,0.6931,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6261542329085452,0.11222172453071856,0.4347228893269366,0.2754076082671627,0.42188752485673187,0.22008276530806672,0.3663518720403392,0.13782580374442685,0.09671838815773455,131.8,248.2
SKAB,5,0.6931,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5342742226570539,0.03823552428494284,0.3115904183032577,0.16585373083851349,0.43261344924257195,0.2601779157219854,0.3605308731519938,0.19989498779073475,0.024463156247202984,399.6,664.2
SKAB,5,0.9163,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5398608593233043,0.03744394937214315,0.31168693152347315,0.16590692844127766,0.4110133610391836,0.24404351598594565,0.35297454741013523,0.19507971631315207,0.024463156247202984,399.6,664.2
SKAB,3,0.9163,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.6761292259376077,0.06872620668452246,0.46868342668484514,0.3054621036389152,0.2804721074282834,0.19335603067783316,0.28882378084835614,0.15464109328821818,0.09671838815773455,131.8,248.2
SKAB,6,0.2231,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.48759984507982124,0.1095730208112634,0.18604008264081112,0.12868247548073405,0.504522301599365,0.3772795914964334,0.27084156638388984,0.19036283316345928,0.012314008578911195,661.0,997.8
SKAB,6,0.3567,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.492178307355475,0.1102624393319142,0.18565676759016603,0.1302694416305054,0.49078798207603164,0.3676761770340248,0.26855046510641517,0.19100229672881794,0.012314008578911195,661.0,997.8
SKAB,6,0.6931,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5064182926471238,0.11464995569686749,0.1858445014483468,0.13622806315887984,0.4708277536759222,0.36717615027943007,0.26567829015792327,0.1973500546436071,0.012314008578911195,661.0,997.8
SKAB,6,0.5108,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.49758179073299447,0.11357262634140582,0.1845178216389942,0.13314756437857023,0.4766235946834958,0.36638886406514914,0.2650630832222416,0.19359194381566572,0.012314008578911195,661.0,997.8
SKAB,6,0.9163,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5139440000309579,0.11525497934091679,0.18646703102602247,0.1386017086330114,0.46032813999437106,0.36257115390170097,0.26465358795235283,0.1992280907949788,0.012314008578911195,661.0,997.8
SKAB,7,0.0,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.001,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.005,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.01,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.05,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.1054,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.9163,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5231189298827038,0.1407106907100732,0.07903682474544566,0.07550629772715446,0.4625,0.46280958107339715,0.13474711714353155,0.1296203126386746,0.0069239199727494215,934.6,1281.8
SKAB,7,0.6931,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5139967194851607,0.14408235504979247,0.07860418796026941,0.07397054408827039,0.46875,0.4608712876172696,0.13438576147304798,0.12724191506042748,0.0069239199727494215,934.6,1281.8
SKAB,7,0.5108,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.5010520793081924,0.1455659460793348,0.07702537702537703,0.07202003964447698,0.471875,0.460031772566671,0.13223444136373286,0.12435418752915625,0.0069239199727494215,934.6,1281.8
SKAB,7,0.3567,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.4935498385378667,0.14921884581920383,0.07588686999904476,0.07092484369378149,0.471875,0.460031772566671,0.1305042819029062,0.12264063294455248,0.0069239199727494215,934.6,1281.8
SKAB,7,0.2231,3,0.5,avg_negative_log,10,,0.85,normalized,25,0.40073647074955354,0.07324115969799706,0.06718314304279216,0.06369524876992382,0.471875,0.460031772566671,0.11758323907668845,0.11188977935701909,0.0069239199727494215,934.6,1281.8
