accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,smoothing_alpha,decision_mode,score_window,score_threshold,anomaly_threshold,max_mapping_distance,num_states,vocab_size,num_transitions,transition_density,smoothing,learning_rate,distance_penalty_alpha,distance_tolerance
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.001,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.001,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.001,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.001,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.001,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.005,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.01,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.05,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.1054,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.2231,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.3567,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.5108,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.03272727272727273,0.02564102564102564,1.0,0.05,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.6931,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.06909090909090909,0.026615969581749048,1.0,0.05185185185185185,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.06181818181818182,0.026415094339622643,1.0,0.051470588235294115,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.04,0.025830258302583026,1.0,0.050359712230215826,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05454545454545454,0.026217228464419477,1.0,0.051094890510948905,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.05818181818181818,0.02631578947368421,1.0,0.05128205128205128,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,0.9163,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.13454545454545455,0.02857142857142857,1.0,0.05555555555555555,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.14909090909090908,0.029045643153526972,1.0,0.056451612903225805,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.13454545454545455,0.02857142857142857,1.0,0.05555555555555555,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.14545454545454545,0.028925619834710745,1.0,0.05622489959839357,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.13454545454545455,0.02857142857142857,1.0,0.05555555555555555,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.12727272727272726,0.02834008097165992,1.0,0.05511811023622047,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.13454545454545455,0.02857142857142857,1.0,0.05555555555555555,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.10545454545454545,0.02766798418972332,1.0,0.05384615384615385,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.13454545454545455,0.02857142857142857,1.0,0.05555555555555555,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.14181818181818182,0.02880658436213992,1.0,0.056,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,1.204,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.2690909090909091,0.00510204081632653,0.14285714285714285,0.009852216748768473,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.2690909090909091,0.00510204081632653,0.14285714285714285,0.009852216748768473,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.20363636363636364,0.004672897196261682,0.14285714285714285,0.00904977375565611,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.24363636363636362,0.0049261083743842365,0.14285714285714285,0.009523809523809525,original,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.26181818181818184,0.005050505050505051,0.14285714285714285,0.00975609756097561,gaussian_noise,BATADAL,single,999,3,3,3,0.1,avg_negative_log,5,1.6094,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5054545454545455,0.0,0.0,0.0,original,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5381818181818182,0.0,0.0,0.0,gaussian_noise,BATADAL,single,42,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5054545454545455,0.0,0.0,0.0,original,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.56,0.0,0.0,0.0,gaussian_noise,BATADAL,single,123,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5054545454545455,0.0,0.0,0.0,original,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5454545454545454,0.0,0.0,0.0,gaussian_noise,BATADAL,single,2026,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.5054545454545455,0.0,0.0,0.0,original,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
0.4909090909090909,0.0,0.0,0.0,gaussian_noise,BATADAL,single,7,3,3,3,0.1,avg_negative_log,5,2.3026,0.05,,226,26,434,0.07385976855003404,True,0.0,1.0,1
