accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,smoothing_alpha,dirichlet_smoothing_enabled,dirichlet_alpha,dirichlet_prior_mode,decision_mode,score_threshold,auto_score_percentile,score_window,max_mapping_distance,num_states,vocab_size,num_transitions,transition_density
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9170731707317074,0.14285714285714285,0.2857142857142857,0.19047619047619047,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.926829268292683,0.25,0.5714285714285714,0.34782608695652173,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9170731707317074,0.2222222222222222,0.5714285714285714,0.32,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,2.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,original,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.625,0.14285714285714285,1.0,0.25,unseen_data,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,original,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9170731707317074,0.08333333333333333,0.14285714285714285,0.10526315789473684,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.625,0.14285714285714285,1.0,0.25,unseen_data,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,original,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9317073170731708,0.26666666666666666,0.5714285714285714,0.36363636363636365,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.625,0.14285714285714285,1.0,0.25,unseen_data,BATADAL,dirichlet_smoothing_sweep,2026,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,original,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.625,0.14285714285714285,1.0,0.25,unseen_data,BATADAL,dirichlet_smoothing_sweep,7,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,original,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.926829268292683,0.25,0.5714285714285714,0.34782608695652173,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.625,0.14285714285714285,1.0,0.25,unseen_data,BATADAL,dirichlet_smoothing_sweep,999,4,3,3,0.05,0.1,True,5.0,uniform,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.36097560975609755,0.04411764705882353,0.8571428571428571,0.08391608391608392,original,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,0.01,unigram,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.3853658536585366,0.04580152671755725,0.8571428571428571,0.08695652173913043,gaussian_noise,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,0.01,unigram,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.25,0.07692307692307693,1.0,0.14285714285714285,unseen_data,BATADAL,dirichlet_smoothing_sweep,42,4,3,3,0.05,0.1,True,0.01,unigram,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.36097560975609755,0.04411764705882353,0.8571428571428571,0.08391608391608392,original,BATADAL,dirichlet_smoothing_sweep,123,4,3,3,0.05,0.1,True,0.01,unigram,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
