accuracy,precision,recall,f1_score,fold
0.6482635796972396,0.3244206773618538,0.4993141289437586,0.39330091842247433,fold_1
0.7024128686327078,0.6034246575342466,0.5103844302317585,0.445096698966668,fold_2
0.6371760500446828,0.32175090252707583,0.4924033149171271,0.38919213973799127,fold_3
0.6385869565217391,0.40391621129326044,0.4977397296959526,0.39208978108133097,fold_4
0.6657824933687002,0.6563956740630243,0.5513468013468014,0.5133390705679862,fold_5
