accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,model_variant,suffix_max_order,suffix_min_context_count,suffix_smoothing_alpha,num_states,num_contexts,num_transitions,transition_density
0.018518518518518517,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,3,1,1.0,102,461,714,0.015184381778741865
0.030864197530864196,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,3,2,1.0,102,461,714,0.015184381778741865
0.030864197530864196,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,3,3,1.0,102,461,714,0.015184381778741865
0.018518518518518517,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,4,1,1.0,102,716,1023,0.014007558330594808
0.030864197530864196,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,4,2,1.0,102,716,1023,0.014007558330594808
0.030864197530864196,0.0,0.0,0.0,original,BATADAL,param_search,42,5,3,probabilistic_suffix_tree,4,3,1.0,102,716,1023,0.014007558330594808
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,2,1,1.0,141,354,654,0.013102536362543575
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,2,2,1.0,141,354,654,0.013102536362543575
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,2,3,1.0,141,354,654,0.013102536362543575
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,3,1,1.0,141,655,1053,0.01140165665096638
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,3,2,1.0,141,655,1053,0.01140165665096638
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,3,3,1.0,141,655,1053,0.01140165665096638
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,4,1,1.0,141,1054,1547,0.010409517272935254
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,4,2,1.0,141,1054,1547,0.010409517272935254
0.012345679012345678,0.0,0.0,0.0,original,BATADAL,param_search,42,5,4,probabilistic_suffix_tree,4,3,1.0,141,1054,1547,0.010409517272935254
0.0,0.0,0.0,0.0,original,BATADAL,param_search,42,5,5,probabilistic_suffix_tree,2,1,1.0,261,651,1151,0.0067741346940457066
