accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,model_variant,suffix_max_order,suffix_min_context_count,suffix_smoothing_alpha,num_states,num_contexts,num_transitions,transition_density
0.5153333333333333,0.3554964539007092,1.0,0.5245258338783518,original,SKAB,param_search,42,3,5,probabilistic_suffix_tree,3,2,1.0,52,437,904,0.039781728568913925
0.5153333333333333,0.3554964539007092,1.0,0.5245258338783518,original,SKAB,param_search,42,3,5,probabilistic_suffix_tree,3,3,1.0,52,437,904,0.039781728568913925
0.5146666666666667,0.35518157661647476,1.0,0.5241830065359477,original,SKAB,param_search,42,3,5,probabilistic_suffix_tree,4,1,1.0,52,905,1682,0.0357416064598385
0.5146666666666667,0.35518157661647476,1.0,0.5241830065359477,original,SKAB,param_search,42,3,5,probabilistic_suffix_tree,4,2,1.0,52,905,1682,0.0357416064598385
0.5146666666666667,0.35518157661647476,1.0,0.5241830065359477,original,SKAB,param_search,42,3,5,probabilistic_suffix_tree,4,3,1.0,52,905,1682,0.0357416064598385
0.268,0.2675116744496331,1.0,0.42210526315789476,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,2,1,1.0,81,288,708,0.030349794238683128
0.268,0.2675116744496331,1.0,0.42210526315789476,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,2,2,1.0,81,288,708,0.030349794238683128
0.268,0.2675116744496331,1.0,0.42210526315789476,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,2,3,1.0,81,288,708,0.030349794238683128
0.49333333333333335,0.3453919035314384,1.0,0.5134443021766966,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,3,1,1.0,81,709,1446,0.025178916575249437
0.49333333333333335,0.3453919035314384,1.0,0.5134443021766966,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,3,2,1.0,81,709,1446,0.025178916575249437
0.49333333333333335,0.3453919035314384,1.0,0.5134443021766966,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,3,3,1.0,81,709,1446,0.025178916575249437
0.48933333333333334,0.34361610968294776,1.0,0.5114795918367347,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,4,1,1.0,81,1447,2594,0.022131783937819414
0.48933333333333334,0.34361610968294776,1.0,0.5114795918367347,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,4,2,1.0,81,1447,2594,0.022131783937819414
0.48933333333333334,0.34361610968294776,1.0,0.5114795918367347,original,SKAB,param_search,42,3,6,probabilistic_suffix_tree,4,3,1.0,81,1447,2594,0.022131783937819414
0.44701691896705253,0.19444444444444445,0.1745635910224439,0.18396846254927726,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,2,1,1.0,35,104,225,0.061813186813186816
0.44701691896705253,0.19444444444444445,0.1745635910224439,0.18396846254927726,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,2,2,1.0,35,104,225,0.061813186813186816
0.44701691896705253,0.19444444444444445,0.1745635910224439,0.18396846254927726,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,2,3,1.0,35,104,225,0.061813186813186816
0.45325022261798753,0.2098092643051771,0.19201995012468828,0.20052083333333334,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,3,1,1.0,35,226,435,0.054993678887484194
0.45325022261798753,0.2098092643051771,0.19201995012468828,0.20052083333333334,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,3,2,1.0,35,226,435,0.054993678887484194
0.45325022261798753,0.2098092643051771,0.19201995012468828,0.20052083333333334,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,3,3,1.0,35,226,435,0.054993678887484194
0.4577025823686554,0.22043010752688172,0.20448877805486285,0.21216041397153945,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,4,1,1.0,35,436,777,0.05091743119266055
0.4577025823686554,0.22043010752688172,0.20448877805486285,0.21216041397153945,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,4,2,1.0,35,436,777,0.05091743119266055
0.4577025823686554,0.22043010752688172,0.20448877805486285,0.21216041397153945,original,SKAB,param_search,42,4,3,probabilistic_suffix_tree,4,3,1.0,35,436,777,0.05091743119266055
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,2,1,1.0,59,179,396,0.03749644919988637
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,2,2,1.0,59,179,396,0.03749644919988637
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,2,3,1.0,59,179,396,0.03749644919988637
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,3,1,1.0,59,397,777,0.033172522734064805
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,3,2,1.0,59,397,777,0.033172522734064805
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,3,3,1.0,59,397,777,0.033172522734064805
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,4,1,1.0,59,778,1392,0.03032547601411703
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,4,2,1.0,59,778,1392,0.03032547601411703
0.6090828138913624,0.4773809523809524,1.0,0.6462530217566479,original,SKAB,param_search,42,4,4,probabilistic_suffix_tree,4,3,1.0,59,778,1392,0.03032547601411703
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,2,1,1.0,104,311,671,0.020745733366312146
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,2,2,1.0,104,311,671,0.020745733366312146
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,2,3,1.0,104,311,671,0.020745733366312146
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,3,1,1.0,104,672,1258,0.018000228937728936
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,3,2,1.0,104,672,1258,0.018000228937728936
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,3,3,1.0,104,672,1258,0.018000228937728936
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,4,1,1.0,104,1259,2143,0.016366774607441802
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,4,2,1.0,104,1259,2143,0.016366774607441802
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,5,probabilistic_suffix_tree,4,3,1.0,104,1259,2143,0.016366774607441802
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,2,1,1.0,154,451,971,0.013980476286462982
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,2,2,1.0,154,451,971,0.013980476286462982
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,2,3,1.0,154,451,971,0.013980476286462982
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,3,1,1.0,154,972,1812,0.012105178771845438
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,3,2,1.0,154,972,1812,0.012105178771845438
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,3,3,1.0,154,972,1812,0.012105178771845438
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,4,1,1.0,154,1813,3051,0.010927572152061948
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,4,2,1.0,154,1813,3051,0.010927572152061948
0.3570792520035619,0.3570792520035619,1.0,0.526246719160105,original,SKAB,param_search,42,4,6,probabilistic_suffix_tree,4,3,1.0,154,1813,3051,0.010927572152061948
0.6120401337792643,0.48214285714285715,1.0,0.6506024096385542,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,2,1,1.0,71,197,401,0.028669478801744478
0.6120401337792643,0.48214285714285715,1.0,0.6506024096385542,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,2,2,1.0,71,197,401,0.028669478801744478
0.6120401337792643,0.48214285714285715,1.0,0.6506024096385542,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,2,3,1.0,71,197,401,0.028669478801744478
0.2976588628762542,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,3,1,1.0,71,402,725,0.025401163198094035
0.2976588628762542,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,3,2,1.0,71,402,725,0.025401163198094035
0.2976588628762542,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,3,3,1.0,71,402,725,0.025401163198094035
0.29431438127090304,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,4,1,1.0,71,726,1194,0.02316377604469794
0.29431438127090304,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,4,2,1.0,71,726,1194,0.02316377604469794
0.29431438127090304,0.0,0.0,0.0,original,SKAB,param_search,42,5,3,probabilistic_suffix_tree,4,3,1.0,71,726,1194,0.02316377604469794
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,2,1,1.0,117,329,687,0.01784740082612423
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,2,2,1.0,117,329,687,0.01784740082612423
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,2,3,1.0,117,329,687,0.01784740082612423
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,3,1,1.0,117,688,1230,0.01528026237328563
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,3,2,1.0,117,688,1230,0.01528026237328563
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,3,3,1.0,117,688,1230,0.01528026237328563
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,4,1,1.0,117,1231,1981,0.013754365500913024
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,4,2,1.0,117,1231,1981,0.013754365500913024
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,4,probabilistic_suffix_tree,4,3,1.0,117,1231,1981,0.013754365500913024
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,2,1,1.0,170,469,948,0.01189012918600276
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,2,2,1.0,170,469,948,0.01189012918600276
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,2,3,1.0,170,469,948,0.01189012918600276
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,3,1,1.0,170,949,1663,0.010308064216202815
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,3,2,1.0,170,949,1663,0.010308064216202815
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,3,3,1.0,170,949,1663,0.010308064216202815
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,4,1,1.0,170,1664,2655,0.009385605203619909
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,4,2,1.0,170,1664,2655,0.009385605203619909
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,5,probabilistic_suffix_tree,4,3,1.0,170,1664,2655,0.009385605203619909
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,2,1,1.0,277,750,1468,0.0070661853188929
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,2,2,1.0,277,750,1468,0.0070661853188929
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,2,3,1.0,277,750,1468,0.0070661853188929
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,3,1,1.0,277,1469,2484,0.006104498996099904
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,3,2,1.0,277,1469,2484,0.006104498996099904
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,3,3,1.0,277,1469,2484,0.006104498996099904
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,4,1,1.0,277,2485,3810,0.005535015145021755
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,4,2,1.0,277,2485,3810,0.005535015145021755
0.3612040133779264,0.3612040133779264,1.0,0.5307125307125307,original,SKAB,param_search,42,5,6,probabilistic_suffix_tree,4,3,1.0,277,2485,3810,0.005535015145021755
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,2,1,1.0,123,329,647,0.015988336175155063
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,2,2,1.0,123,329,647,0.015988336175155063
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,2,3,1.0,123,329,647,0.015988336175155063
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,3,1,1.0,123,648,1100,0.013801063936565291
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,3,2,1.0,123,648,1100,0.013801063936565291
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,3,3,1.0,123,648,1100,0.013801063936565291
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,4,1,1.0,123,1100,1668,0.012328159645232817
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,4,2,1.0,123,1100,1668,0.012328159645232817
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,3,probabilistic_suffix_tree,4,3,1.0,123,1100,1668,0.012328159645232817
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,2,1,1.0,200,531,1031,0.009708097928436911
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,2,2,1.0,200,531,1031,0.009708097928436911
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,2,3,1.0,200,531,1031,0.009708097928436911
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,3,1,1.0,200,1032,1723,0.008347868217054263
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,3,2,1.0,200,1032,1723,0.008347868217054263
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,3,3,1.0,200,1032,1723,0.008347868217054263
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,4,1,1.0,200,1724,2597,0.0075319025522041765
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,4,2,1.0,200,1724,2597,0.0075319025522041765
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,4,probabilistic_suffix_tree,4,3,1.0,200,1724,2597,0.0075319025522041765
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,2,1,1.0,260,685,1310,0.0073554183043234135
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,2,2,1.0,260,685,1310,0.0073554183043234135
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,2,3,1.0,260,685,1310,0.0073554183043234135
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,3,1,1.0,260,1311,2170,0.006366250073343895
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,3,2,1.0,260,1311,2170,0.006366250073343895
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,3,3,1.0,260,1311,2170,0.006366250073343895
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,4,1,1.0,260,2170,3254,0.005767458348103509
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,4,2,1.0,260,2170,3254,0.005767458348103509
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,5,probabilistic_suffix_tree,4,3,1.0,260,2170,3254,0.005767458348103509
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,2,1,1.0,450,1144,2131,0.004139471639471639
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,2,2,1.0,450,1144,2131,0.004139471639471639
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,2,3,1.0,450,1144,2131,0.004139471639471639
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,3,1,1.0,450,2131,3398,0.0035434589916054017
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,3,2,1.0,450,2131,3398,0.0035434589916054017
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,3,3,1.0,450,2131,3398,0.0035434589916054017
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,4,1,1.0,450,3397,4889,0.0031982468190887383
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,4,2,1.0,450,3397,4889,0.0031982468190887383
0.23087248322147652,0.23087248322147652,1.0,0.3751363140676118,original,SKAB,param_search,42,6,6,probabilistic_suffix_tree,4,3,1.0,450,3397,4889,0.0031982468190887383
