dataset,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
BATADAL,GRU,0.9118727050183599,0.02637975772613501,0.428051282051282,0.44302111175082415,0.22999999999999998,0.39037241833920594,0.23046156615256544,0.34273735090385304
BATADAL,LSTM,0.9432068543451653,0.0228430810501774,0.6557225472991248,0.06719302937330725,0.8074999999999999,0.37547886092295524,0.6859522002750646,0.262027232516647
