dataset,scenario,window_size,alphabet_size,merge_alpha,min_state_count,smoothing_alpha,max_pattern_distance,selected_threshold,validation_accuracy,validation_precision,validation_recall,validation_f1,original_state_count,merged_state_count,merged_state_reduction,transition_count,transition_density,sample_count,actual_anomaly_count,unseen_count,accuracy,precision,recall,f1_score,noise_level,noise_seed
BATADAL,original,4,3,0.01,10,0.1,,4.59511985013459,0.8627450980392157,0.14285714285714285,0.23076923076923078,0.17647058823529413,65,49,16,121,0.05039566847147022,205,28,19,0.7463414634146341,0.07142857142857142,0.07142857142857142,0.07142857142857142,,
BATADAL,gaussian_noise,4,3,0.01,10,0.1,,4.59511985013459,0.8627450980392157,0.14285714285714285,0.23076923076923078,0.17647058823529413,65,49,16,121,0.05039566847147022,205,28,18,0.7463414634146341,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1,42.0
BATADAL,unseen_data,4,3,0.01,10,0.1,,4.59511985013459,0.8627450980392157,0.14285714285714285,0.23076923076923078,0.17647058823529413,65,49,16,121,0.05039566847147022,19,2,19,0.47368421052631576,0.1,0.5,0.16666666666666666,,
