dataset,scenario,order,smoothing_alpha,decision_mode,score_window,score_threshold,max_mapping_distance,dirichlet_alpha,dirichlet_prior_mode,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,0.5,uniform,0.831219512195122,0.008861415670529255,0.10287442090073669,0.023292337058280623,0.5142857142857142,0.12777531299998798,0.17137291648919556,0.03929196642939761,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,0.5,unigram,0.6741463414634147,0.011123662683893998,0.06669103959687174,0.0130612334827336,0.6571428571428571,0.12777531299998798,0.12108910529963161,0.023685060146277234,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,1.0,backoff,0.6331707317073171,0.01519259658770483,0.06184651194866606,0.007094077922920312,0.6857142857142857,0.063887656499994,0.11345367334462013,0.01280068547207139,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,1.0,uniform,0.8956097560975611,0.008162536844234899,0.16606060606060608,0.03877130327651383,0.5142857142857142,0.12777531299998798,0.2508466197009022,0.058983668490875545,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,1.0,unigram,0.6760975609756098,0.013179762035225624,0.0671303103438113,0.013361157960966702,0.6571428571428571,0.12777531299998798,0.12181021573955964,0.024169415163936437,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,2.0,backoff,0.6995121951219512,0.01272039493698079,0.07488413932260274,0.007946372282330437,0.6857142857142857,0.063887656499994,0.13501022030433796,0.014079862633904604,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,2.0,uniform,0.924878048780488,0.008162536844234899,0.23015873015873015,0.053754830095809794,0.5142857142857142,0.12777531299998798,0.317416149068323,0.07417346354957823,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,2.0,unigram,0.6848780487804877,0.01487604944583108,0.06901817132079661,0.01406875615390242,0.6571428571428571,0.12777531299998798,0.12490909085919089,0.025326369003218618,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,5.0,backoff,0.7473170731707317,0.013968605915391579,0.08531255660760889,0.017073726054940813,0.6571428571428571,0.12777531299998798,0.150996287617693,0.03003476616269459,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,5.0,uniform,0.9307317073170733,0.009383114176425034,0.23868131868131867,0.08946913628806831,0.48571428571428565,0.19166296949998196,0.3195355978880007,0.1213511939591177,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,5.0,unigram,0.6878048780487804,0.012906103956412585,0.0695891365365685,0.013965778156424401,0.6571428571428571,0.12777531299998798,0.12584641751533515,0.025165168726600802,0.023245060949978982,366.0,553.0
BATADAL,original,3,0.1,avg_negative_log,5,3.912,,0.01,backoff,0.28780487804878047,0.0,0.0457516339869281,0.0,1.0,0.0,0.0875,0.0,0.023245060949978982,366.0,553.0
BATADAL,original,3,0.1,avg_negative_log,5,3.912,,0.01,uniform,0.4292682926829269,0.0,0.041666666666666664,0.0,0.7142857142857143,0.0,0.07874015748031496,0.0,0.023245060949978982,366.0,553.0
