accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,max_depth,alphabet_size,min_count,smoothing_alpha,num_states,num_transitions,transition_density,selected_threshold,selected_min_context_depth,selected_min_context_count,validation_threshold_f1,selected_smooth_window
0.45234899328859063,0.3885017421602787,0.7964285714285714,0.522248243559719,original,SKAB,fold_1_max_depth,42,6,10,6,1,1.0,12334,14208,9.339530834242811e-05,0.03,0,0,,1
0.45956873315363883,0.3747412008281574,0.6464285714285715,0.4744429882044561,original,SKAB,fold_2_max_depth,42,6,10,6,5,0.1,10208,11821,0.00011344174401293226,0.2,0,0,,1
0.4582210242587601,0.34963325183374083,0.5125448028673835,0.41569767441860467,original,SKAB,fold_3_max_depth,42,6,6,6,5,1.0,4295,5503,0.0002983136847269411,0.02,0,0,,1
0.4426229508196721,0.33787465940054495,0.4290657439446367,0.3780487804878049,original,SKAB,fold_4_max_depth,42,6,8,3,1,0.5,3322,4085,0.0003701628281491206,0.2,0,0,,1
0.46604527296937415,0.41042345276872966,0.865979381443299,0.5569060773480663,original,SKAB,fold_5_max_depth,42,6,16,4,3,0.5,16670,18270,6.574569909053583e-05,0.1,0,0,,1
