dataset,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
SKAB,GRU,0.9080973288300876,0.034430461372644404,0.9111921815041308,0.09840608610493996,0.8382272954687636,0.10945763316831793,0.8651826795556283,0.05787072871904829
SKAB,LSTM,0.9121229421179615,0.03556370740342902,0.9096163653941925,0.0864502424763866,0.8446372626253524,0.0778444449616199,0.8725240452801144,0.054628898337871296
