accuracy,precision,recall,f1_score,dataset,scenario,window_size,alphabet_size,min_count,smoothing_alpha,selected_score_threshold,validation_f1,normal_transition_count,anomaly_transition_count,seed
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_original,6,4,3,1.0,-20.0,0.16551724137931034,382,415,
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_gaussian_noise,6,4,3,1.0,-20.0,0.16551724137931034,382,415,42.0
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_gaussian_noise,6,4,3,1.0,-20.0,0.16551724137931034,382,415,123.0
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_gaussian_noise,6,4,3,1.0,-20.0,0.16551724137931034,382,415,2026.0
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_gaussian_noise,6,4,3,1.0,-20.0,0.16551724137931034,382,415,7.0
0.18796992481203006,0.18796992481203006,1.0,0.31645569620253167,BATADAL,dual_gaussian_noise,6,4,3,1.0,-20.0,0.16551724137931034,382,415,999.0
