accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,smoothing_alpha,decision_mode,score_threshold,score_window,max_mapping_distance,num_states,vocab_size,num_transitions,transition_density
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,1.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,1.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,1.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9560975609756097,0.4,0.5714285714285714,0.47058823529411764,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.926829268292683,0.1,0.14285714285714285,0.11764705882352941,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,2.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9560975609756097,0.4,0.5714285714285714,0.47058823529411764,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.926829268292683,0.1,0.14285714285714285,0.11764705882352941,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,3,0.05,0.1,avg_negative_log,3.912,5,3.0,366,65,553,0.023245060949978982
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.926829268292683,0.16666666666666666,0.2857142857142857,0.21052631578947367,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.926829268292683,0.16666666666666666,0.2857142857142857,0.21052631578947367,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.926829268292683,0.16666666666666666,0.2857142857142857,0.21052631578947367,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,2.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.926829268292683,0.16666666666666666,0.2857142857142857,0.21052631578947367,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9414634146341463,0.3076923076923077,0.5714285714285714,0.4,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,original,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.75,0.2,1.0,0.3333333333333333,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.1,avg_negative_log,3.912,5,3.0,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.926829268292683,0.25,0.5714285714285714,0.34782608695652173,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.875,0.0,0.0,0.0,unseen_data,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9121951219512195,0.07692307692307693,0.14285714285714285,0.1,gaussian_noise,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.875,0.0,0.0,0.0,unseen_data,BATADAL,mapping_distance_sweep,123,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.926829268292683,0.25,0.5714285714285714,0.34782608695652173,gaussian_noise,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.875,0.0,0.0,0.0,unseen_data,BATADAL,mapping_distance_sweep,2026,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,gaussian_noise,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.875,0.0,0.0,0.0,unseen_data,BATADAL,mapping_distance_sweep,7,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9170731707317074,0.2222222222222222,0.5714285714285714,0.32,gaussian_noise,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.875,0.0,0.0,0.0,unseen_data,BATADAL,mapping_distance_sweep,999,4,3,2,0.05,0.5,avg_negative_log,3.912,5,,184,65,301,0.02516722408026756
0.9365853658536586,0.2857142857142857,0.5714285714285714,0.38095238095238093,original,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.5,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
0.926829268292683,0.25,0.5714285714285714,0.34782608695652173,gaussian_noise,BATADAL,mapping_distance_sweep,42,4,3,2,0.05,0.5,avg_negative_log,3.912,5,1.0,184,65,301,0.02516722408026756
