dataset,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
BATADAL,GRU,0.9547762998790811,0.010387778280490697,0.6963925409335647,0.05494904022091965,0.9574999999999999,0.039131189606246286,0.8048649443918613,0.036380366963598254
BATADAL,LSTM,0.9194679564691656,0.03493700810598531,0.5225149300644351,0.18572320863482653,0.505,0.41170377700477806,0.48233234746967646,0.3171267460790994
