accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,num_states,vocab_size,num_transitions,transition_density
0.4682926829268293,0.05263157894736842,0.8571428571428571,0.09917355371900827,gaussian_noise,BATADAL,markov_sweep,42,4,3,2,0.03,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,42,4,3,2,0.03,184,65,301,0.02516722408026756
0.45365853658536587,0.05128205128205128,0.8571428571428571,0.0967741935483871,original,BATADAL,markov_sweep,123,4,3,2,0.03,184,65,301,0.02516722408026756
0.4585365853658537,0.03571428571428571,0.5714285714285714,0.06722689075630252,gaussian_noise,BATADAL,markov_sweep,123,4,3,2,0.03,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,123,4,3,2,0.03,184,65,301,0.02516722408026756
0.45365853658536587,0.05128205128205128,0.8571428571428571,0.0967741935483871,original,BATADAL,markov_sweep,2026,4,3,2,0.03,184,65,301,0.02516722408026756
0.44878048780487806,0.05084745762711865,0.8571428571428571,0.096,gaussian_noise,BATADAL,markov_sweep,2026,4,3,2,0.03,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,2026,4,3,2,0.03,184,65,301,0.02516722408026756
0.45365853658536587,0.05128205128205128,0.8571428571428571,0.0967741935483871,original,BATADAL,markov_sweep,7,4,3,2,0.03,184,65,301,0.02516722408026756
0.4634146341463415,0.05217391304347826,0.8571428571428571,0.09836065573770492,gaussian_noise,BATADAL,markov_sweep,7,4,3,2,0.03,184,65,301,0.02516722408026756
0.375,0.09090909090909091,1.0,0.16666666666666666,unseen_data,BATADAL,markov_sweep,7,4,3,2,0.03,184,65,301,0.02516722408026756
0.45365853658536587,0.05128205128205128,0.8571428571428571,0.0967741935483871,original,BATADAL,markov_sweep,999,4,3,2,0.03,184,65,301,0.02516722408026756
0.4585365853658537,0.05172413793103448,0.8571428571428571,0.0975609756097561,gaussian_noise,BATADAL,markov_sweep,999,4,3,2,0.03,184,65,301,0.02516722408026756
