method,scenario,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,unseen_count_mean,unseen_count_std
persistence_baseline,gaussian_noise,0.45099274043039644,0.08534094239356056,0.37634947039302297,0.06442271622220189,0.7755522991270687,0.21901047813343336,0.49732517231054424,0.099425220932983,1.44,0.916515138991168
persistence_baseline,original,0.4555266139326669,0.08287673612598875,0.37959130316250367,0.061065849166866186,0.7814057362073232,0.2177640233425171,0.5011785644272722,0.0972048872481432,1.48,0.9183318209303942
persistence_baseline,unseen_data,0.32,0.4760952285695233,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.9183318209303942
persistence_plus_block_confidence,gaussian_noise,0.5029891078249293,0.094325393559915,0.3803075421673862,0.10464983250755573,0.6709058285339259,0.2826211259454163,0.4697361207928777,0.14777727000864876,1.44,0.916515138991168
persistence_plus_block_confidence,original,0.5053749407033993,0.09118043813037402,0.38155846416628725,0.10141333238512479,0.6682256925653911,0.2816877994025209,0.4698148147004193,0.14642106177652936,1.48,0.9183318209303942
persistence_plus_block_confidence,unseen_data,0.32,0.4760952285695233,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.9183318209303942
