dataset,model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
SKAB,GRU,0.8772788504714863,0.012307152232151536,0.9783567202061484,0.0012311009020973295,0.660621761658031,0.036811844319433094,0.7882088842988565,0.025891765066251578
SKAB,LSTM,0.885136955545577,0.008330771372344347,0.9548270109021851,0.010205872625055089,0.7019430051813471,0.02442920701400331,0.8088661264234753,0.016622691415194006
