dataset,scenario,order,smoothing_alpha,decision_mode,score_window,score_threshold,max_mapping_distance,time_decay_enabled,time_decay_rate,time_decay_min_weight,time_decay_candidate,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.5066,,True,0.999,0.001,decay_rate_0.999_min_0.001,0.7746341463414634,0.008015452061051226,0.09117864537119195,0.026686502167165182,0.6285714285714286,0.191662969499982,0.15925018377848568,0.046861724072275436,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.5066,,True,0.999,0.01,decay_rate_0.999_min_0.01,0.7746341463414634,0.008015452061051226,0.09117864537119195,0.026686502167165182,0.6285714285714286,0.191662969499982,0.15925018377848568,0.046861724072275436,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.5066,,True,0.999,0.05,decay_rate_0.999_min_0.05,0.7746341463414634,0.008015452061051226,0.09117864537119195,0.026686502167165182,0.6285714285714286,0.191662969499982,0.15925018377848568,0.046861724072275436,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,False,0.99,0.01,base_disabled,0.9463414634146341,0.01144003843859369,0.31212121212121213,0.12090871117127275,0.48571428571428565,0.19166296949998196,0.37963536291709665,0.14750094975600908,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.95,0.001,decay_rate_0.95_min_0.001,0.0448780487804878,0.0021815297341461386,0.034516899965858654,7.634236864116975e-05,1.0,0.0,0.06673046251993621,0.00014265186459329004,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.95,0.01,decay_rate_0.95_min_0.01,0.10634146341463416,0.011123662683894031,0.03481551378432746,0.004456915087326843,0.9428571428571428,0.12777531299998798,0.06715099477726082,0.008612963031969513,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.95,0.05,decay_rate_0.95_min_0.05,0.6790243902439024,0.012146243510232855,0.07479702354294489,0.025146300474725908,0.7428571428571428,0.25555062599997597,0.13590676748571484,0.04578790595371532,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.98,0.001,decay_rate_0.98_min_0.001,0.04780487804878049,0.008726118936584547,0.03462138277594871,0.0003099730344827299,1.0,0.0,0.06692556634304207,0.000578917275728101,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.98,0.01,decay_rate_0.98_min_0.01,0.10731707317073172,0.01034790411492509,0.03485369004959797,0.004475284462358533,0.9428571428571428,0.12777531299998798,0.06722205715988099,0.008647370484388435,0.023245060949978982,366.0,553.0
BATADAL,gaussian_noise,3,0.1,avg_negative_log,5,3.912,,True,0.98,0.05,decay_rate_0.98_min_0.05,0.6790243902439024,0.012146243510232855,0.07479702354294489,0.025146300474725908,0.7428571428571428,0.25555062599997597,0.13590676748571484,0.04578790595371532,0.023245060949978982,366.0,553.0
