accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,smoothing_alpha,time_decay_enabled,time_decay_rate,time_decay_min_weight,time_decay_candidate,decision_mode,score_threshold,auto_score_percentile,score_window,max_mapping_distance,num_states,vocab_size,num_transitions,transition_density
0.8731707317073171,0.14814814814814814,0.5714285714285714,0.23529411764705882,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.8439024390243902,0.12121212121212122,0.5714285714285714,0.2,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9560975609756097,0.4,0.5714285714285714,0.47058823529411764,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.926829268292683,0.1,0.14285714285714285,0.11764705882352941,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9463414634146341,0.3333333333333333,0.5714285714285714,0.42105263157894735,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9512195121951219,0.36363636363636365,0.5714285714285714,0.4444444444444444,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.8125,0.25,1.0,0.4,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9609756097560975,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9609756097560975,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,False,0.99,0.01,base_disabled,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7609756097560976,0.043478260869565216,0.2857142857142857,0.07547169811320754,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.775609756097561,0.10204081632653061,0.7142857142857143,0.17857142857142858,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.7804878048780488,0.10416666666666667,0.7142857142857143,0.18181818181818182,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.775609756097561,0.10204081632653061,0.7142857142857143,0.17857142857142858,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.5625,0.125,1.0,0.2222222222222222,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.5066,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.926829268292683,0.21428571428571427,0.42857142857142855,0.2857142857142857,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9121951219512195,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.926829268292683,0.21428571428571427,0.42857142857142855,0.2857142857142857,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9365853658536586,0.25,0.42857142857142855,0.3157894736842105,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9170731707317074,0.1875,0.42857142857142855,0.2608695652173913,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,3.912,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9609756097560975,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.5,0.14285714285714285,0.2222222222222222,gaussian_noise,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.2,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,original,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,42,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,original,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,123,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,original,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,2026,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,original,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,gaussian_noise,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9375,0.0,0.0,0.0,unseen_data,BATADAL,time_decay_sweep,7,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
0.9658536585365853,0.0,0.0,0.0,original,BATADAL,time_decay_sweep,999,4,3,3,0.05,0.1,True,0.999,0.001,decay_rate_0.999_min_0.001,avg_negative_log,4.5,,5,,366,65,553,0.023245060949978982
