dataset,scenario,order,base_order,smoothing_alpha,decision_mode,score_window,score_threshold,max_mapping_distance,ensemble_name,ensemble_enabled,ensemble_orders,ensemble_weights,ensemble_aggregation,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,unseen_data,4,4,0.1,avg_negative_log,5,4.5,,orders_2_3_4_weighted_high,True,"[2,3,4]","[0.2,0.3,0.5]",weighted_mean,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021832213094349018,618.0,877.0
BATADAL,unseen_data,4,4,0.1,avg_negative_log,5,4.5,,orders_3_4_mean,True,"[3,4]",,mean,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021832213094349018,618.0,877.0
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.1054,,base_disabled,False,[3],,mean,0.5416846326459711,0.15127251649792647,0.3914340366073609,0.16055428304790734,0.614993311991782,0.3208179295983432,0.47135627280570874,0.2098528721885744,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.1054,,orders_2_3_mean,True,"[2,3]",,mean,0.5423895428738845,0.15176686022365074,0.3916848201820148,0.161221957042553,0.6143918082323835,0.32131972316238616,0.4714499174490168,0.21069546742360737,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.2231,,base_disabled,False,[3],,mean,0.5874306830915339,0.15600291982048126,0.4800941043559663,0.1907695241510282,0.5960813878221067,0.3184045245217967,0.48696445206885786,0.1936279546002898,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.2231,,orders_2_3_mean,True,"[2,3]",,mean,0.5885420240714353,0.1542647419935818,0.48060337359603394,0.19042281329168778,0.591081582319591,0.31676036077391145,0.48529665770859487,0.19318347877793654,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.3567,,base_disabled,False,[3],,mean,0.5900871144094708,0.15248686389639893,0.48119546654284306,0.19263105571189923,0.5783816932437917,0.3143291546887296,0.48023766309640487,0.19501204997134725,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.3567,,orders_2_3_mean,True,"[2,3]",,mean,0.5919767552208255,0.15202903796280867,0.4821457095387462,0.19261406681443985,0.57438440520104,0.31561775666446634,0.4787803168036129,0.19743399595860725,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.5108,,base_disabled,False,[3],,mean,0.5978885847728274,0.14839561554453087,0.486671990472393,0.19962566249830435,0.5475778775856155,0.3125314280116487,0.4689094936579755,0.20270474112082096,0.05091218372849919,233.6,423.2
SKAB,gaussian_noise,3,3,0.5,avg_negative_log,10,0.5108,,orders_2_3_mean,True,"[2,3]",,mean,0.5995777823672319,0.14751394880738095,0.4888564826293609,0.2026254488797436,0.5416740720301143,0.31196763962013496,0.4668291137586023,0.2040818584884264,0.05091218372849919,233.6,423.2
