dataset,model,seed,threshold_percentile,threshold,accuracy,precision,recall,f1,val_accuracy,val_precision,val_recall,val_f1
BATADAL,LSTM_AutoEncoder,42,99.1,0.7473231804370879,0.9424724602203183,0.6460176991150443,0.9125,0.7564766839378239,0.9497549019607843,0.25,0.05405405405405406,0.08888888888888889
BATADAL,LSTM_AutoEncoder,123,99.0,0.8038347482681275,0.9412484700122399,0.6403508771929824,0.9125,0.7525773195876289,0.9436274509803921,0.0,0.0,0.0
BATADAL,LSTM_AutoEncoder,2026,99.0,0.7082667499780656,0.9522643818849449,0.6952380952380952,0.9125,0.7891891891891892,0.9436274509803921,0.0,0.0,0.0
BATADAL,LSTM_AutoEncoder,7,99.29999999999998,0.7374367091059679,0.95593635250918,0.7156862745098039,0.9125,0.8021978021978022,0.9497549019607843,0.16666666666666666,0.02702702702702703,0.046511627906976744
BATADAL,LSTM_AutoEncoder,999,99.0,0.726612398028374,0.944920440636475,0.6576576576576577,0.9125,0.7643979057591623,0.9436274509803921,0.0,0.0,0.0
