dataset,order,smoothing_alpha,anomaly_threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,2,0.1,0.05,0.6195121951219512,0.0,0.06172839506172839,0.0,0.7142857142857143,0.0,0.11363636363636362,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.5,0.02,0.6195121951219512,0.0,0.06172839506172839,0.0,0.7142857142857143,0.0,0.11363636363636362,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.5,0.03,0.6195121951219512,0.0,0.06172839506172839,0.0,0.7142857142857143,0.0,0.11363636363636362,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,1.0,0.02,0.6195121951219512,0.0,0.06172839506172839,0.0,0.7142857142857143,0.0,0.11363636363636362,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.01,0.08,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.1,0.06,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.1,0.07,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.1,0.08,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.02516722408026756,184.0,301.0
BATADAL,2,0.5,0.04,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.02516722408026756,184.0,301.0
BATADAL,3,0.01,0.02,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.03,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.04,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.05,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.06,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.07,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.01,0.08,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.02,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.03,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.04,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.05,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.06,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.07,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.1,0.08,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.5,0.02,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.5,0.03,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,0.5,0.04,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,3,1.0,0.02,0.6146341463414634,0.0,0.06097560975609756,0.0,0.7142857142857143,0.0,0.11235955056179776,0.0,0.023245060949978982,366.0,553.0
BATADAL,4,0.01,0.02,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.03,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.04,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.05,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.06,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.07,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.02,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.03,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.04,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.05,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.5,0.02,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.5,0.03,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,1.0,0.02,0.6097560975609756,0.0,0.06024096385542168,0.0,0.7142857142857143,0.0,0.11111111111111112,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.01,0.08,0.6048780487804878,0.0,0.05952380952380952,0.0,0.7142857142857143,0.0,0.1098901098901099,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.06,0.6048780487804878,0.0,0.05952380952380952,0.0,0.7142857142857143,0.0,0.1098901098901099,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.07,0.6048780487804878,0.0,0.05952380952380952,0.0,0.7142857142857143,0.0,0.1098901098901099,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.1,0.08,0.6048780487804878,0.0,0.05952380952380952,0.0,0.7142857142857143,0.0,0.1098901098901099,0.0,0.021832213094349018,618.0,877.0
BATADAL,4,0.5,0.04,0.6048780487804878,0.0,0.05952380952380952,0.0,0.7142857142857143,0.0,0.1098901098901099,0.0,0.021832213094349018,618.0,877.0
SKAB,3,1.0,0.9,0.5415461692082133,0.19104555481081148,0.39379321781458004,0.20271330946418384,0.5481335377749096,0.31458630696753126,0.45074111710348036,0.23514184191424195,0.05091218372849919,233.6,423.2
SKAB,2,1.0,0.9,0.5327681535120776,0.1821614903923799,0.37639190055189437,0.19050171952744288,0.5361284440863576,0.31651091334844755,0.43699853761780444,0.23334129491706324,0.05312948588128903,104.8,198.0
SKAB,4,1.0,0.9,0.5342358745587636,0.18656628940398753,0.38696973298715953,0.19259105318410005,0.5270235177775832,0.3031481789351603,0.4385481593957385,0.22329448669478036,0.04869467174957779,458.8,795.0
SKAB,4,0.5,0.9,0.5630402223848506,0.13972208082927756,0.3929377293811194,0.18431604613421756,0.5225122395820945,0.30845851527304574,0.440613213583842,0.22054091436340112,0.04869467174957779,458.8,795.0
SKAB,3,0.1,0.9,0.6139981412608807,0.13171991908419264,0.5055436265700769,0.21730795493916955,0.5025195026871903,0.3069799957967985,0.4535771804694997,0.2042608274616506,0.05091218372849919,233.6,423.2
SKAB,3,0.5,0.9,0.5662688447337214,0.13818913393576468,0.39194992387555677,0.19121264364164386,0.5025195026871903,0.3069799957967985,0.43208134713616636,0.2239802707775963,0.05091218372849919,233.6,423.2
SKAB,4,0.5,0.7,0.6056443788140681,0.1357193202705556,0.5007854978610667,0.21515180227677766,0.49895334233898664,0.2761119953171867,0.4537322328355469,0.1923001280275682,0.04869467174957779,458.8,795.0
SKAB,4,1.0,0.6,0.6056443788140681,0.1357193202705556,0.5007854978610667,0.21515180227677766,0.49895334233898664,0.2761119953171867,0.4537322328355469,0.1923001280275682,0.04869467174957779,458.8,795.0
SKAB,4,0.1,0.9,0.6054632193937782,0.13605144670297806,0.5007145195253497,0.2152708592440606,0.49895334233898664,0.2761119953171867,0.4536936562538352,0.19236133346086318,0.04869467174957779,458.8,795.0
SKAB,4,0.5,0.8,0.6054632193937782,0.13605144670297806,0.5007145195253497,0.2152708592440606,0.49895334233898664,0.2761119953171867,0.4536936562538352,0.19236133346086318,0.04869467174957779,458.8,795.0
SKAB,4,1.0,0.7,0.6054632193937782,0.13605144670297806,0.5007145195253497,0.2152708592440606,0.49895334233898664,0.2761119953171867,0.4536936562538352,0.19236133346086318,0.04869467174957779,458.8,795.0
SKAB,4,1.0,0.8,0.6054632193937782,0.13605144670297806,0.5007145195253497,0.2152708592440606,0.49895334233898664,0.2761119953171867,0.4536936562538352,0.19236133346086318,0.04869467174957779,458.8,795.0
SKAB,4,1.0,0.5,0.6065327993314973,0.13438911479479923,0.497737349694451,0.21513967745186935,0.4914470454246309,0.28219351094967604,0.4479596325741075,0.19880080314836376,0.04869467174957779,458.8,795.0
SKAB,4,0.1,0.8,0.609031550200534,0.1345722266523515,0.5018383983954098,0.21875481213722361,0.48894698315745067,0.2768593057741035,0.4503060456367853,0.19593868759402405,0.04869467174957779,458.8,795.0
SKAB,4,0.5,0.6,0.6068802475397503,0.13449495674515916,0.4979252063907578,0.2183856324622935,0.48296688981171804,0.2799219594047922,0.4443796205812781,0.19947802211384286,0.04869467174957779,458.8,795.0
SKAB,2,0.1,0.9,0.5696785354524747,0.13648640874595344,0.3904212356920151,0.1994386417730066,0.47903421597877527,0.30571635421549637,0.4212627693643467,0.22778709109029174,0.05312948588128903,104.8,198.0
SKAB,2,0.5,0.9,0.5696785354524747,0.13648640874595344,0.3904212356920151,0.1994386417730066,0.47903421597877527,0.30571635421549637,0.4212627693643467,0.22778709109029174,0.05312948588128903,104.8,198.0
SKAB,4,0.01,0.9,0.607801224705414,0.1305700387884096,0.5011338807557608,0.21890106078552057,0.47896182746664556,0.2690169699423149,0.44492719754529525,0.19124398917531504,0.04869467174957779,458.8,795.0
SKAB,2,0.01,0.9,0.6175932116010397,0.1252912035840057,0.5039957521035625,0.22000338583975035,0.47552544404895064,0.30676986395865835,0.4389764158684508,0.20979193165173526,0.05312948588128903,104.8,198.0
SKAB,3,0.5,0.7,0.6072827489570327,0.13124653566361316,0.4996496374534027,0.21803726512809954,0.4719430615844334,0.2647909185850067,0.4409823419625989,0.19335725970416362,0.05091218372849919,233.6,423.2
SKAB,3,1.0,0.6,0.6072827489570327,0.13124653566361316,0.4996496374534027,0.21803726512809954,0.4719430615844334,0.2647909185850067,0.4409823419625989,0.19335725970416362,0.05091218372849919,233.6,423.2
SKAB,3,0.5,0.8,0.6071015895367429,0.13157671292157344,0.49957772604825385,0.21815841509073175,0.4719430615844334,0.2647909185850067,0.4409455353079557,0.19341522167494393,0.05091218372849919,233.6,423.2
SKAB,3,1.0,0.7,0.6071015895367429,0.13157671292157344,0.49957772604825385,0.21815841509073175,0.4719430615844334,0.2647909185850067,0.4409455353079557,0.19341522167494393,0.05091218372849919,233.6,423.2
SKAB,3,1.0,0.8,0.6071015895367429,0.13157671292157344,0.49957772604825385,0.21815841509073175,0.4719430615844334,0.2647909185850067,0.4409455353079557,0.19341522167494393,0.05091218372849919,233.6,423.2
SKAB,4,1.0,0.4,0.6129780705685814,0.12941228513933917,0.5002283222970515,0.22159557648255235,0.4634704060183958,0.27437318604498145,0.43718876285464914,0.2032265150737577,0.04869467174957779,458.8,795.0
SKAB,3,0.01,0.9,0.6079967362069812,0.13030062123620326,0.4999029064662441,0.22113352009470186,0.4624192520606239,0.2623092386523754,0.43655109509834394,0.19337154486696803,0.05091218372849919,233.6,423.2
SKAB,3,0.1,0.8,0.6119765544026472,0.12174340782605526,0.4999647424629312,0.22234259974623896,0.4579491215103676,0.2649937035800052,0.4340283381326349,0.19472451422435366,0.05091218372849919,233.6,423.2
SKAB,3,1.0,0.5,0.6092342146225053,0.1267173895389617,0.4954788510894846,0.21724490045463463,0.4544578496899188,0.2679717554127413,0.429879536195859,0.19950053463669232,0.05091218372849919,233.6,423.2
SKAB,3,0.5,0.6,0.6142772372955367,0.12125370035552481,0.49901916835297166,0.2168750608229455,0.44996153427451463,0.26655612124096895,0.42963080890665495,0.1992982875937814,0.05091218372849919,233.6,423.2
SKAB,2,0.5,0.8,0.6085673587304036,0.1258209689067566,0.4972882839924854,0.21985138889302075,0.4394352184850409,0.25061304119039374,0.4243063443707517,0.19373250909600562,0.05312948588128903,104.8,198.0
SKAB,2,1.0,0.7,0.6085673587304036,0.1258209689067566,0.4972882839924854,0.21985138889302075,0.4394352184850409,0.25061304119039374,0.4243063443707517,0.19373250909600562,0.05312948588128903,104.8,198.0
SKAB,2,1.0,0.8,0.6085673587304036,0.1258209689067566,0.4972882839924854,0.21985138889302075,0.4394352184850409,0.25061304119039374,0.4243063443707517,0.19373250909600562,0.05312948588128903,104.8,198.0
SKAB,4,0.5,0.5,0.6087470898286191,0.12519099263763875,0.4931064311115131,0.2162685164975071,0.4354738597713251,0.25826233728268744,0.4196762479788822,0.20000144942802475,0.04869467174957779,458.8,795.0
SKAB,2,1.0,0.6,0.6100142056822627,0.12353341061588985,0.49628028287688186,0.22162288614466163,0.43492394028955217,0.2526071573629623,0.42159385251580767,0.1958263256791541,0.05312948588128903,104.8,198.0
SKAB,2,0.5,0.7,0.6103765245228425,0.12287953520767303,0.49561543770384,0.22275660306614342,0.43392143402388805,0.25390241590346624,0.42074237094821354,0.19715881220050693,0.05312948588128903,104.8,198.0
SKAB,2,0.1,0.8,0.6098403314933518,0.12286414465718642,0.49475990905170114,0.22289826868706028,0.4314151683597276,0.25341578762553724,0.4190961244743809,0.19672593994496165,0.05312948588128903,104.8,198.0
SKAB,4,0.1,0.7,0.6073430992637497,0.12115562049502665,0.4896188677941762,0.21712165776021727,0.4289912539565312,0.26251427358329654,0.4127245685432685,0.2010742258433235,0.04869467174957779,458.8,795.0
SKAB,2,1.0,0.5,0.6132158651363482,0.11866168494708167,0.4937584625956765,0.21999702730227066,0.41445865379942204,0.2529055090125615,0.4091031096371898,0.20174469697121175,0.05312948588128903,104.8,198.0
SKAB,2,0.5,0.6,0.6137716035182703,0.11594813429861335,0.4928656836772579,0.21742776984870882,0.4119648882133871,0.25563655801606827,0.40576584987853964,0.20440379226071975,0.05312948588128903,104.8,198.0
SKAB,3,1.0,0.4,0.6097037967461685,0.1162521244994315,0.4870960771137068,0.21434370947872014,0.40397728232070107,0.2480499485608258,0.3993380430617275,0.20322086080901983,0.05091218372849919,233.6,423.2
SKAB,3,0.01,0.8,0.619519409821189,0.11585891517128376,0.5099264156184049,0.2275333103708528,0.3999235163130217,0.22276132712737035,0.4110363383998191,0.18794222769872176,0.05091218372849919,233.6,423.2
SKAB,3,0.1,0.7,0.6093249428136791,0.11581788275017971,0.48860360829281646,0.21453800885540833,0.3984884420453001,0.2455652401636808,0.3962702513954978,0.2007322138151124,0.05091218372849919,233.6,423.2
SKAB,4,0.01,0.8,0.6107599984056954,0.11489595198385652,0.49732698138235704,0.21990220394106988,0.39547836726218344,0.2339862445073559,0.3995485720025003,0.18753470020302343,0.04869467174957779,458.8,795.0
SKAB,4,1.0,0.3,0.605777485368703,0.11913780261766845,0.4839511574575137,0.21244537963015497,0.39496970736664117,0.238271008730204,0.3936733366174016,0.2006422319521689,0.04869467174957779,458.8,795.0
SKAB,2,0.01,0.8,0.6123681457466706,0.11620676648935231,0.4947566141883263,0.22558334281246342,0.38737098450148894,0.21687265016481336,0.40005065689201197,0.18601396820505134,0.05312948588128903,104.8,198.0
SKAB,4,0.5,0.4,0.6032961473643523,0.11682636702590751,0.47689812756987754,0.21184089915621424,0.3849396633355824,0.23838466915319553,0.3851275569950871,0.2002249294617138,0.04869467174957779,458.8,795.0
SKAB,3,0.5,0.5,0.6054441118436512,0.11351941046578573,0.4806745245075314,0.21276207888134885,0.38297455777009054,0.2375174624796543,0.38451846237250037,0.1990700068064695,0.05091218372849919,233.6,423.2
SKAB,2,0.1,0.7,0.6068304484264243,0.11330893367907226,0.4786080697963058,0.21520423062455252,0.3664456858079243,0.2383664598527394,0.3743026956041763,0.20146979640239554,0.05312948588128903,104.8,198.0
SKAB,4,0.1,0.6,0.6110109351141457,0.10389055209802482,0.48031039724777286,0.21330634736627557,0.36247060499352,0.24046306947419077,0.37024523219052946,0.20405018905103453,0.04869467174957779,458.8,795.0
SKAB,2,1.0,0.4,0.6092623387429513,0.09894708201126774,0.48174560306585534,0.21487143682708792,0.3389690588551253,0.21122184636264227,0.35893198263193143,0.18875403303950428,0.05312948588128903,104.8,198.0
SKAB,3,1.0,0.3,0.6100003006656087,0.09616035664070617,0.47719975747697374,0.2073825123758059,0.33748900296298495,0.21391245754752833,0.3569603100326982,0.18938574485601067,0.05091218372849919,233.6,423.2
SKAB,2,0.5,0.5,0.6071183988547803,0.0998453871330617,0.4764915876959082,0.2194774454101412,0.33245276812830826,0.2128624319181694,0.352822183164405,0.19067849924349545,0.05312948588128903,104.8,198.0
SKAB,3,0.5,0.4,0.6108974617548384,0.09454386070891771,0.47676375476375477,0.20791059352600252,0.3284901687351964,0.212593413106844,0.34997903854177564,0.1927226400676587,0.05091218372849919,233.6,423.2
SKAB,4,0.5,0.3,0.6162233884135901,0.09676889258077541,0.4743206405431124,0.20829461012707615,0.32648519351753413,0.22627682082594178,0.3478916830948814,0.2081036141956126,0.04869467174957779,458.8,795.0
SKAB,3,0.1,0.6,0.612321270823361,0.09530169340786271,0.4814394841612094,0.2141975362454925,0.32395642771274785,0.21237001434597566,0.3483777627506656,0.1910475411928087,0.05091218372849919,233.6,423.2
SKAB,4,1.0,0.2,0.6183932768659406,0.09583585672247638,0.47636283905176235,0.21745771195657973,0.3234926375006262,0.229561967775543,0.3458151730237752,0.21160932677748773,0.04869467174957779,458.8,795.0
SKAB,4,0.1,0.5,0.6239223602124127,0.09067627605514722,0.4938781926033361,0.21713811697361532,0.31245506851582,0.212366619690984,0.34500955770484226,0.19946602808944525,0.04869467174957779,458.8,795.0
SKAB,4,0.01,0.7,0.6215646779704176,0.09610861634670415,0.4970816465287807,0.22700529428271463,0.30688135830699687,0.18853546874199115,0.3483478177331596,0.18508043904804908,0.04869467174957779,458.8,795.0
SKAB,2,0.01,0.7,0.6076065920159667,0.10270983331591112,0.4748095443477452,0.22300033198388375,0.3004049932028493,0.186853710018911,0.3363965421237684,0.18385864088659565,0.05312948588128903,104.8,198.0
SKAB,2,0.1,0.6,0.613759504534493,0.0895465054064742,0.4796612130580612,0.22337883578687703,0.2944535847378897,0.19611818075165025,0.3289947176534902,0.18749478239581685,0.05312948588128903,104.8,198.0
SKAB,3,0.01,0.7,0.6143024144544739,0.09276948906831026,0.4784958707134429,0.21551285867313433,0.29337998660999093,0.1825555677816627,0.3330426008415976,0.18244557275925116,0.05091218372849919,233.6,423.2
SKAB,3,0.1,0.5,0.6225722904572123,0.0785097457569748,0.4839305307378705,0.21573068417118207,0.2789758480766624,0.19202943168728914,0.32030901673418805,0.18460622110360264,0.05091218372849919,233.6,423.2
SKAB,2,0.5,0.4,0.6134756495171798,0.07825108352235402,0.47099472858982055,0.21878507051405763,0.272475798122992,0.19207129060647227,0.30829180115886534,0.18481545230909505,0.05312948588128903,104.8,198.0
SKAB,3,0.5,0.3,0.620260528899423,0.07620880879407477,0.47855769230769224,0.21918944190802467,0.26002804308571703,0.19903418702241005,0.29914904815883964,0.1890983391213586,0.05091218372849919,233.6,423.2
SKAB,2,1.0,0.3,0.6129708437228503,0.07230052510795655,0.46491419762336206,0.21595878451407685,0.2535154930539211,0.1882823058686126,0.29090756019374714,0.18139904573013396,0.05312948588128903,104.8,198.0
