dataset,model,method,fold,seed,scenario,window_size,alphabet_size,merge_alpha,min_state_count,smoothing_alpha,distance_penalty,baseline_threshold,high_threshold,low_threshold,hysteresis_width,min_anomaly_run,baseline_selected,validation_selection_mode,validation_recall_constraint_met,validation_accuracy,validation_precision,validation_recall,validation_f1_score,validation_mean_file_f1,validation_min_file_f1,validation_std_file_f1,final_training_scope,inner_splitter,inner_split_id,inner_train_file_count,inner_validation_file_count,test_file_count,sample_count,actual_anomaly_count,raw_predicted_anomaly_count,predicted_anomaly_count,unseen_count,normal_states_before,normal_states_after,normal_transition_count,normal_transition_density,anomaly_states_before,anomaly_states_after,anomaly_transition_count,anomaly_transition_density,total_states_before,total_states_after,total_transition_count,accuracy,precision,recall,f1_score
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,123,unseen_data,4,3,0.01,2,0.1,0.0,-0.021027450897390665,-0.021027450897390665,-0.021027450897390665,0.0,1,True,existing_single_threshold_baseline,True,0.3997584541062802,0.3654353562005277,0.9453924914675768,0.527117031398668,0.535827466296658,0.5136612021857924,0.022166264110865586,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,2,0,2,2,2,36,17,39,0.13494809688581316,31,7,19,0.3877551020408163,67,24,58,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,123,unseen_data,4,3,0.01,2,0.1,0.0,-0.021027450897390665,-0.021027450897390665,-0.021027450897390665,0.0,12,False,recall_constrained,True,0.46859903381642515,0.38980509745127434,0.8873720136518771,0.5416666666666666,0.5666454757363848,0.5179063360881543,0.04873913964823057,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,2,0,2,2,2,36,17,39,0.13494809688581316,31,7,19,0.3877551020408163,67,24,58,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,2026,original,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,587,587,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5756756756756757,0.43781942078364566,0.6457286432160804,0.5218274111675127
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,2026,original,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,814,814,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.43783783783783786,0.36117936117936117,0.7386934673366834,0.48514851485148514
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,2026,gaussian_noise,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,588,588,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5657657657657658,0.42857142857142855,0.6331658291457286,0.5111561866125761
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,2026,gaussian_noise,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,787,787,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.46216216216216216,0.3735705209656925,0.7386934673366834,0.4962025316455696
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,2026,unseen_data,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,2026,unseen_data,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,7,original,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,587,587,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5756756756756757,0.43781942078364566,0.6457286432160804,0.5218274111675127
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,7,original,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,814,814,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.43783783783783786,0.36117936117936117,0.7386934673366834,0.48514851485148514
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,7,gaussian_noise,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,583,583,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5720720720720721,0.4339622641509434,0.635678391959799,0.5158002038735984
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,7,gaussian_noise,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,814,814,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.43783783783783786,0.36117936117936117,0.7386934673366834,0.48514851485148514
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,7,unseen_data,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.013988442150093858,0.013988442150093858,0.0,1,True,existing_single_threshold_baseline,False,0.7334933973589436,0.6915422885572139,0.46488294314381273,0.556,0.5081001119026175,0.22033898305084745,0.21689520553542663,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,7,unseen_data,4,3,0.1,10,0.5,0.0,0.013988442150093858,0.4388979705544817,-2.1133979164141095,2.552295886968591,1,False,recall_constrained,True,0.5822328931572629,0.46213292117465227,1.0,0.6321353065539113,0.6393525561898675,0.5606469002695418,0.06956582249188692,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,26,52,0.07692307692307693,29,23,50,0.0945179584120983,66,49,102,0.5,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,999,original,4,3,0.01,2,0.1,0.0,-4.4788379426633576,-4.4788379426633576,-4.4788379426633576,0.0,1,True,existing_single_threshold_baseline,True,0.3581730769230769,0.3581730769230769,1.0,0.5274336283185841,0.526960076960077,0.5055555555555555,0.01528314218718246,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,1110,1110,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.35855855855855856,0.35855855855855856,1.0,0.5278514588859416
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,999,original,4,3,0.01,2,0.1,0.0,-4.4788379426633576,0.21533566695391337,-4.4788379426623575,4.6941736096162705,1,False,recall_constrained,True,0.7211538461538461,0.5627376425855514,0.9932885906040269,0.7184466019417476,0.7262397659768179,0.6026490066225165,0.09324780979075824,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,817,817,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.43513513513513513,0.3598531211750306,0.7386934673366834,0.4839506172839506
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,999,gaussian_noise,4,3,0.01,2,0.1,0.0,-4.4788379426633576,-4.4788379426633576,-4.4788379426633576,0.0,1,True,existing_single_threshold_baseline,True,0.3581730769230769,0.3581730769230769,1.0,0.5274336283185841,0.526960076960077,0.5055555555555555,0.01528314218718246,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,1110,1110,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.35855855855855856,0.35855855855855856,1.0,0.5278514588859416
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,999,gaussian_noise,4,3,0.01,2,0.1,0.0,-4.4788379426633576,0.21533566695391337,-4.4788379426623575,4.6941736096162705,1,False,recall_constrained,True,0.7211538461538461,0.5627376425855514,0.9932885906040269,0.7184466019417476,0.7262397659768179,0.6026490066225165,0.09324780979075824,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1110,398,819,819,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.43333333333333335,0.358974358974359,0.7386934673366834,0.48315529991783074
SKAB,dual_alergia_hysteresis,baseline_single_threshold,2,999,unseen_data,4,3,0.01,2,0.1,0.0,-4.4788379426633576,-4.4788379426633576,-4.4788379426633576,0.0,1,True,existing_single_threshold_baseline,True,0.3581730769230769,0.3581730769230769,1.0,0.5274336283185841,0.526960076960077,0.5055555555555555,0.01528314218718246,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,2,999,unseen_data,4,3,0.01,2,0.1,0.0,-4.4788379426633576,0.21533566695391337,-4.4788379426623575,4.6941736096162705,1,False,recall_constrained,True,0.7211538461538461,0.5627376425855514,0.9932885906040269,0.7184466019417476,0.7262397659768179,0.6026490066225165,0.09324780979075824,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,2,0,2,2,2,37,14,36,0.1836734693877551,29,12,33,0.22916666666666666,66,26,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,42,original,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,573,573,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5742574257425742,0.43455497382198954,0.6256281407035176,0.5128733264675592
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,42,original,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.0675430080002492,-0.3115875933053355,0.3791306013055847,6,False,recall_constrained,True,0.8485576923076923,0.8473895582329317,0.705685618729097,0.7700729927007299,0.68585576933007,0.2830188679245283,0.2849229137372638,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,661,555,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.558055805580558,0.41621621621621624,0.5804020100502513,0.48478488982161594
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,42,gaussian_noise,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,569,569,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5904590459045904,0.44991212653778556,0.6432160804020101,0.5294725956566702
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,42,gaussian_noise,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.0675430080002492,-0.3115875933053355,0.3791306013055847,6,False,recall_constrained,True,0.8485576923076923,0.8473895582329317,0.705685618729097,0.7700729927007299,0.68585576933007,0.2830188679245283,0.2849229137372638,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,673,569,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5634563456345635,0.4235500878734622,0.6055276381909548,0.4984488107549121
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,42,unseen_data,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1,0,1,1,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,42,unseen_data,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.0675430080002492,-0.3115875933053355,0.3791306013055847,6,False,recall_constrained,True,0.8485576923076923,0.8473895582329317,0.705685618729097,0.7700729927007299,0.68585576933007,0.2830188679245283,0.2849229137372638,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1,0,1,1,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,123,original,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,953,953,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.41764176417641763,0.36935991605456453,0.8844221105527639,0.5210954848260547
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,123,original,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,865,808,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.44734473447344736,0.36633663366336633,0.7437185929648241,0.49087893864013266
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,123,gaussian_noise,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,955,955,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.414041404140414,0.3675392670157068,0.8819095477386935,0.5188470066518847
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,123,gaussian_noise,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,868,800,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.45454545454545453,0.37,0.7437185929648241,0.4941569282136895
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,123,unseen_data,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1,0,1,1,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,123,unseen_data,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1,0,1,1,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,2026,original,4,3,0.01,10,0.1,0.0,-3.0803471642415685,-3.0803471642415685,-3.0803471642415685,0.0,1,True,existing_single_threshold_baseline,True,0.36658653846153844,0.36053593179049936,0.9932885906040269,0.5290437890974083,0.5284511095399348,0.5100286532951289,0.013198148123173239,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,1110,1110,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.35913591359135916,0.35855855855855856,1.0,0.5278514588859416
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,2026,original,4,3,0.01,10,0.1,0.0,-3.0803471642415685,0.05289948598744899,-3.0803471642415685,3.1332466502290175,5,False,recall_constrained,True,0.5588942307692307,0.44651162790697674,0.9664429530201343,0.6108165429480382,0.6319258205788072,0.5416666666666666,0.09129684182557765,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,841,840,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.44374437443744374,0.36904761904761907,0.7788944723618091,0.5008077544426495
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,2026,gaussian_noise,4,3,0.01,10,0.1,0.0,-3.0803471642415685,-3.0803471642415685,-3.0803471642415685,0.0,1,True,existing_single_threshold_baseline,True,0.36658653846153844,0.36053593179049936,0.9932885906040269,0.5290437890974083,0.5284511095399348,0.5100286532951289,0.013198148123173239,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,1110,1110,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.35913591359135916,0.35855855855855856,1.0,0.5278514588859416
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,2026,gaussian_noise,4,3,0.01,10,0.1,0.0,-3.0803471642415685,0.05289948598744899,-3.0803471642415685,3.1332466502290175,5,False,recall_constrained,True,0.5588942307692307,0.44651162790697674,0.9664429530201343,0.6108165429480382,0.6319258205788072,0.5416666666666666,0.09129684182557765,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,842,841,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.44284428442844287,0.3686087990487515,0.7788944723618091,0.5004035512510089
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,2026,unseen_data,4,3,0.01,10,0.1,0.0,-3.0803471642415685,-3.0803471642415685,-3.0803471642415685,0.0,1,True,existing_single_threshold_baseline,True,0.36658653846153844,0.36053593179049936,0.9932885906040269,0.5290437890974083,0.5284511095399348,0.5100286532951289,0.013198148123173239,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1,0,1,1,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,2026,unseen_data,4,3,0.01,10,0.1,0.0,-3.0803471642415685,0.05289948598744899,-3.0803471642415685,3.1332466502290175,5,False,recall_constrained,True,0.5588942307692307,0.44651162790697674,0.9664429530201343,0.6108165429480382,0.6319258205788072,0.5416666666666666,0.09129684182557765,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1,0,1,1,1,38,27,55,0.07544581618655692,28,23,50,0.0945179584120983,66,50,105,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,7,original,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,953,953,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.41764176417641763,0.36935991605456453,0.8844221105527639,0.5210954848260547
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,7,original,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,865,808,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.44734473447344736,0.36633663366336633,0.7437185929648241,0.49087893864013266
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,7,gaussian_noise,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,953,953,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.40864086408640865,0.3641133263378804,0.871859296482412,0.5136935603256847
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,7,gaussian_noise,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1111,398,871,796,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.4383438343834383,0.35804020100502515,0.7160804020100503,0.47738693467336685
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,7,unseen_data,4,3,0.05,2,0.1,0.0,-0.0948659230424429,-0.0948659230424429,-0.0948659230424429,0.0,1,True,existing_single_threshold_baseline,True,0.39806996381182147,0.36774193548387096,0.9693877551020408,0.5332086061739943,0.5408149985765993,0.5204359673024523,0.020379031274146975,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1,0,1,1,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,7,unseen_data,4,3,0.05,2,0.1,0.0,-0.0948659230424429,0.01187085279540788,-0.0948659230424429,0.10673677583785078,5,False,recall_constrained,True,0.4378769601930036,0.38283378746594005,0.95578231292517,0.546692607003891,0.5643162127430253,0.5225718194254446,0.04174439331758073,inner_train_calibrated,StratifiedGroupKFold,1,11,2,3,1,0,1,1,1,36,18,39,0.12037037037037036,31,11,30,0.24793388429752067,67,29,69,0.0,0.0,0.0,0.0
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,999,original,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,573,573,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5742574257425742,0.43455497382198954,0.6256281407035176,0.5128733264675592
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,999,original,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.0675430080002492,-0.3115875933053355,0.3791306013055847,6,False,recall_constrained,True,0.8485576923076923,0.8473895582329317,0.705685618729097,0.7700729927007299,0.68585576933007,0.2830188679245283,0.2849229137372638,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,661,555,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.558055805580558,0.41621621621621624,0.5804020100502513,0.48478488982161594
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,999,gaussian_noise,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,574,574,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5787578757875788,0.43902439024390244,0.6331658291457286,0.5185185185185185
SKAB,dual_alergia_hysteresis,dual_threshold_hysteresis,3,999,gaussian_noise,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.0675430080002492,-0.3115875933053355,0.3791306013055847,6,False,recall_constrained,True,0.8485576923076923,0.8473895582329317,0.705685618729097,0.7700729927007299,0.68585576933007,0.2830188679245283,0.2849229137372638,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1111,398,671,565,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.5724572457245725,0.431858407079646,0.6130653266331658,0.5067497403946002
SKAB,dual_alergia_hysteresis,baseline_single_threshold,3,999,unseen_data,4,3,0.01,5,0.1,2.0,0.023053437022547953,0.023053437022547953,0.023053437022547953,0.0,1,True,existing_single_threshold_baseline,True,0.6105769230769231,0.4746450304259635,0.782608695652174,0.5909090909090909,0.5766806410370767,0.5,0.06265200858078042,inner_train_calibrated,StratifiedGroupKFold,5,10,3,3,1,0,1,1,1,38,22,47,0.09710743801652892,30,18,40,0.12345679012345678,68,40,87,0.0,0.0,0.0,0.0
