scenario,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std
gaussian_noise,0.5328425605647135,0.1823765807957989,0.3720145772840698,0.19727289709138723,0.5203340300727626,0.3185185746155491,0.4287982317205297,0.23921947505335267
original,0.5334751279488219,0.18222288821018942,0.37285620919827034,0.19661766802060793,0.518144479074636,0.3155085919839494,0.4286393101588215,0.2377618191277694
unseen_data,0.13043478260869568,0.26624888508512806,0.13043478260869568,0.26624888508512806,0.2,0.408248290463863,0.15789473684210528,0.322301281945155
