accuracy,precision,recall,f1_score,dataset,scenario,window_size,alphabet_size,min_count,smoothing_alpha,selected_threshold,validation_f1,normal_transition_count,skipped_anomaly_transition_count
0.20300751879699247,0.19083969465648856,1.0,0.32051282051282054,BATADAL,normal_only_original,6,4,3,1.0,0.005,0.16551724137931034,382,415
