dataset,fold,seed,method,scenario,window_size,alphabet_size,merge_alpha,min_state_count,smoothing_alpha,distance_penalty,min_anomaly_run,min_validation_recall,selected_threshold,minimum_block_length,minimum_sum_margin,baseline_selected,sample_count,actual_anomaly_count,unseen_count,accuracy,precision,recall,f1_score
SKAB,5,123,persistence_plus_block_confidence,original,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.537567084078712,0.08333333333333333,0.023980815347721823,0.037243947858473
SKAB,5,123,persistence_baseline,gaussian_noise,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.4776386404293381,0.2398753894080997,0.18465227817745802,0.2086720867208672
SKAB,5,123,persistence_plus_block_confidence,gaussian_noise,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.5259391771019678,0.07518796992481203,0.023980815347721823,0.03636363636363636
SKAB,5,123,persistence_baseline,unseen_data,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,123,persistence_plus_block_confidence,unseen_data,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,2026,persistence_baseline,original,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.4937388193202147,0.25573770491803277,0.18705035971223022,0.21606648199445982
SKAB,5,2026,persistence_plus_block_confidence,original,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.537567084078712,0.08333333333333333,0.023980815347721823,0.037243947858473
SKAB,5,2026,persistence_baseline,gaussian_noise,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.4883720930232558,0.247557003257329,0.18225419664268586,0.20994475138121546
SKAB,5,2026,persistence_plus_block_confidence,gaussian_noise,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,1118,417,0,0.5402504472271914,0.07079646017699115,0.019184652278177457,0.03018867924528302
SKAB,5,2026,persistence_baseline,unseen_data,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,2026,persistence_plus_block_confidence,unseen_data,4,3,0.01,10,1.0,0.0,4,0.7,-0.021662718826137198,4,5.342334251964811,False,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,7,persistence_baseline,original,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4525939177101968,0.39436619718309857,0.8729016786570744,0.5432835820895522
SKAB,5,7,persistence_plus_block_confidence,original,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4525939177101968,0.39436619718309857,0.8729016786570744,0.5432835820895522
SKAB,5,7,persistence_baseline,gaussian_noise,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.41771019677996424,0.3752665245202559,0.8441247002398081,0.5195571955719557
SKAB,5,7,persistence_plus_block_confidence,gaussian_noise,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.41771019677996424,0.3752665245202559,0.8441247002398081,0.5195571955719557
SKAB,5,7,persistence_baseline,unseen_data,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,7,persistence_plus_block_confidence,unseen_data,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,999,persistence_baseline,original,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4525939177101968,0.39436619718309857,0.8729016786570744,0.5432835820895522
SKAB,5,999,persistence_plus_block_confidence,original,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4525939177101968,0.39436619718309857,0.8729016786570744,0.5432835820895522
SKAB,5,999,persistence_baseline,gaussian_noise,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4293381037567084,0.3857290589451913,0.894484412470024,0.5390173410404624
SKAB,5,999,persistence_plus_block_confidence,gaussian_noise,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,1118,417,0,0.4293381037567084,0.3857290589451913,0.894484412470024,0.5390173410404624
SKAB,5,999,persistence_baseline,unseen_data,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,0,0,0,0.0,0.0,0.0,0.0
SKAB,5,999,persistence_plus_block_confidence,unseen_data,4,3,0.01,10,1.0,0.0,7,0.7,-0.6885258629643474,7,0.0,True,0,0,0,0.0,0.0,0.0,0.0
