dataset,decision_mode,order,smoothing_alpha,score_window,score_threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
BATADAL,avg_negative_log,3,0.1,3,3.2189,0.6682926829268293,0.0,0.0821917808219178,0.0,0.8571428571428571,0.0,0.15,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.01,10,3.5066,0.8341463414634147,0.0,0.09090909090909091,0.0,0.42857142857142855,0.0,0.15,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.1,3,3.5066,0.7219512195121951,0.0,0.08333333333333333,0.0,0.7142857142857143,0.0,0.14925373134328357,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.1,3,3.5066,0.7219512195121951,0.0,0.08333333333333333,0.0,0.7142857142857143,0.0,0.14925373134328357,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.01,3,3.5066,0.6634146341463415,0.0,0.08108108108108109,0.0,0.8571428571428571,0.0,0.14814814814814814,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,0.1,3,3.2189,0.6634146341463415,0.0,0.08108108108108109,0.0,0.8571428571428571,0.0,0.14814814814814814,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.01,3,3.2189,0.6634146341463415,0.0,0.08108108108108109,0.0,0.8571428571428571,0.0,0.14814814814814814,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.1,3,2.9957,0.6634146341463415,0.0,0.08108108108108109,0.0,0.8571428571428571,0.0,0.14814814814814814,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.5,3,3.5066,0.6634146341463415,0.0,0.08108108108108109,0.0,0.8571428571428571,0.0,0.14814814814814814,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.01,10,2.9957,0.6048780487804878,0.0,0.07954545454545454,0.0,1.0,0.0,0.14736842105263157,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.01,3,3.2189,0.6585365853658537,0.0,0.08,0.0,0.8571428571428571,0.0,0.14634146341463414,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.1,3,3.5066,0.7121951219512195,0.0,0.08064516129032258,0.0,0.7142857142857143,0.0,0.14492753623188406,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.1,3,2.9957,0.6536585365853659,0.0,0.07894736842105263,0.0,0.8571428571428571,0.0,0.14457831325301204,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,0.5,5,3.5066,0.6536585365853659,0.0,0.07894736842105263,0.0,0.8571428571428571,0.0,0.14457831325301204,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.01,3,2.9957,0.6536585365853659,0.0,0.07894736842105263,0.0,0.8571428571428571,0.0,0.14457831325301204,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.01,3,3.2189,0.6536585365853659,0.0,0.07894736842105263,0.0,0.8571428571428571,0.0,0.14457831325301204,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.01,3,3.5066,0.6536585365853659,0.0,0.07894736842105263,0.0,0.8571428571428571,0.0,0.14457831325301204,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.01,3,2.9957,0.6487804878048781,0.0,0.07792207792207792,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,0.5,3,3.5066,0.6487804878048781,0.0,0.07792207792207792,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.1,3,2.9957,0.6487804878048781,0.0,0.07792207792207792,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.1,3,3.2189,0.6487804878048781,0.0,0.07792207792207792,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,3,0.1,5,3.2189,0.7073170731707317,0.0,0.07936507936507936,0.0,0.7142857142857143,0.0,0.14285714285714285,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.01,10,3.5066,0.8243902439024391,0.0,0.08571428571428572,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,2,0.01,10,2.9957,0.5853658536585366,0.0,0.07608695652173914,0.0,1.0,0.0,0.1414141414141414,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.01,3,2.9957,0.6439024390243903,0.0,0.07692307692307693,0.0,0.8571428571428571,0.0,0.1411764705882353,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.5,3,3.5066,0.6439024390243903,0.0,0.07692307692307693,0.0,0.8571428571428571,0.0,0.1411764705882353,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,3,0.01,3,2.8134,0.6390243902439025,0.0,0.0759493670886076,0.0,0.8571428571428571,0.0,0.13953488372093023,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,3,0.5,5,3.5066,0.6341463414634146,0.0,0.075,0.0,0.8571428571428571,0.0,0.13793103448275862,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.01,5,3.5066,0.6926829268292682,0.0,0.07575757575757576,0.0,0.7142857142857143,0.0,0.136986301369863,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,0.01,10,3.2189,0.6926829268292682,0.0,0.07575757575757576,0.0,0.7142857142857143,0.0,0.136986301369863,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,2,0.1,5,3.2189,0.6926829268292682,0.0,0.07575757575757576,0.0,0.7142857142857143,0.0,0.136986301369863,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.1,5,3.2189,0.6926829268292682,0.0,0.07575757575757576,0.0,0.7142857142857143,0.0,0.136986301369863,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.01,3,2.8134,0.6292682926829268,0.0,0.07407407407407407,0.0,0.8571428571428571,0.0,0.13636363636363635,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,3,0.01,10,2.8134,0.5658536585365853,0.0,0.07291666666666667,0.0,1.0,0.0,0.13592233009708737,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.01,3,2.8134,0.624390243902439,0.0,0.07317073170731707,0.0,0.8571428571428571,0.0,0.1348314606741573,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,3,0.01,3,3.912,0.7414634146341463,0.0,0.07407407407407407,0.0,0.5714285714285714,0.0,0.13114754098360656,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,4,0.01,3,3.912,0.7414634146341463,0.0,0.07407407407407407,0.0,0.5714285714285714,0.0,0.13114754098360656,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.01,10,2.8134,0.5463414634146342,0.0,0.07,0.0,1.0,0.0,0.1308411214953271,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,3,0.01,3,2.6593,0.6097560975609756,0.0,0.07058823529411765,0.0,0.8571428571428571,0.0,0.13043478260869565,0.0,0.023245060949978982,366.0,553.0
BATADAL,avg_negative_log,2,0.01,10,3.5066,0.8048780487804879,0.0,0.07692307692307693,0.0,0.42857142857142855,0.0,0.13043478260869565,0.0,0.02516722408026756,184.0,301.0
BATADAL,avg_negative_log,4,0.5,5,3.5066,0.6048780487804878,0.0,0.06976744186046512,0.0,0.8571428571428571,0.0,0.12903225806451613,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,4,0.01,5,3.2189,0.6682926829268293,0.0,0.07042253521126761,0.0,0.7142857142857143,0.0,0.1282051282051282,0.0,0.021832213094349018,618.0,877.0
BATADAL,avg_negative_log,3,0.01,5,3.2189,0.6634146341463415,0.0,0.06944444444444445,0.0,0.7142857142857143,0.0,0.12658227848101267,0.0,0.023245060949978982,366.0,553.0
