accuracy,precision,recall,f1_score,scenario,dataset,fold,seed,window_size,alphabet_size,order,anomaly_threshold,smoothing_alpha,decision_mode,score_threshold,auto_score_percentile,score_window,max_mapping_distance,entropy_threshold,entropy_mode,entropy_min_total_exits,num_states,vocab_size,num_transitions,transition_density
0.6901157613535174,0.6853146853146853,0.24438902743142144,0.3602941176470588,gaussian_noise,SKAB,entropy_threshold_fold_1,7,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,225,35,400,0.050793650793650794
0.0,0.0,0.0,0.0,unseen_data,SKAB,entropy_threshold_fold_1,7,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,225,35,400,0.050793650793650794
0.703472840605521,0.765625,0.24438902743142144,0.3705103969754253,original,SKAB,entropy_threshold_fold_1,999,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,225,35,400,0.050793650793650794
0.7008014247551202,0.76,0.23690773067331672,0.3612167300380228,gaussian_noise,SKAB,entropy_threshold_fold_1,999,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,225,35,400,0.050793650793650794
0.0,0.0,0.0,0.0,unseen_data,SKAB,entropy_threshold_fold_1,999,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,225,35,400,0.050793650793650794
0.7497765862377123,0.6113138686131386,0.8333333333333334,0.7052631578947368,original,SKAB,entropy_threshold_fold_2,42,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
0.7631814119749777,0.62708719851577,0.8407960199004975,0.718384697130712,gaussian_noise,SKAB,entropy_threshold_fold_2,42,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
0.0,0.0,0.0,0.0,unseen_data,SKAB,entropy_threshold_fold_2,42,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
0.7497765862377123,0.6113138686131386,0.8333333333333334,0.7052631578947368,original,SKAB,entropy_threshold_fold_2,123,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
0.7551385165326184,0.6167883211678832,0.8407960199004975,0.7115789473684211,gaussian_noise,SKAB,entropy_threshold_fold_2,123,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
0.0,0.0,0.0,0.0,unseen_data,SKAB,entropy_threshold_fold_2,123,4,3,3,0.9,0.5,avg_negative_log,0.2231,,10,,0.7,normalized,1,234,34,438,0.05505279034690799
