dataset,window_size,score_threshold,original_precision_mean,original_recall_mean,original_f1_score_mean,original_accuracy_mean,original_n_runs,unseen_precision_mean,unseen_recall_mean,unseen_f1_score_mean,unseen_accuracy_mean,unseen_n_runs
SKAB,5,0.05,0.3714204620629333,1.0,0.5412594198941715,0.38722197475682535,25,0.145,0.2,0.1681159420289855,0.7488372093023256,25
SKAB,4,0.05,0.39144561687536394,0.8636591478696742,0.5378541745662647,0.4715139274388994,25,0.15,0.2,0.17142857142857143,0.5565217391304348,25
SKAB,5,0.0,0.3616007027570279,1.0,0.5311253644740073,0.3637446768609228,25,0.145,0.2,0.1681159420289855,0.7488372093023256,25
