dataset,window_size,score_threshold,order,smoothing_alpha,decision_mode,score_window,max_mapping_distance,time_decay_enabled,time_decay_rate,time_decay_min_weight,n_runs,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,transition_density_mean,num_states_mean,num_transitions_mean
SKAB,4,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.6066446445118876,0.14079442799701417,0.5045181879012878,0.2141636984508442,0.5295248020673263,0.3072847036272079,0.46512672366560914,0.19926599343273016,0.05091218372849919,233.6,423.2
SKAB,3,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5023733317242249,0.15076994646974004,0.3853880817985603,0.17465575789233967,0.7597953177505866,0.2105168236978393,0.45468372251581046,0.036164374850731595,0.09671838815773455,131.8,248.2
SKAB,3,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.41930885863422346,0.08503336814200281,0.3031998133561374,0.03869962987506194,0.8796286226788917,0.1050013781295818,0.44938100237151635,0.048153410855813275,0.09671838815773455,131.8,248.2
SKAB,3,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.30937025719559885,0.06655206773479733,0.27337960834841857,0.026290680696734865,0.9488721804511279,0.1043642246298597,0.4237994510403,0.03862892643872363,0.09671838815773455,131.8,248.2
SKAB,3,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.26898492572952654,0.0022735778078821515,0.2680053651888835,0.0022691334014790657,1.0,0.0,0.4227147561382856,0.00282397625619724,0.09671838815773455,131.8,248.2
SKAB,3,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5613343741957261,0.15627776306265403,0.3828210547305087,0.21179223712611164,0.5658402995615738,0.24748346722987757,0.41282284312062845,0.14015851981247307,0.09671838815773455,131.8,248.2
SKAB,3,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.574461173817062,0.15032574462450082,0.39303750190296777,0.22392227763155173,0.5423388093936781,0.23799396577702225,0.409328673121286,0.13932480383648976,0.09671838815773455,131.8,248.2
SKAB,3,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.590270429403347,0.13867540067816475,0.4087607735713669,0.24335439237827744,0.5064220270779678,0.2358307247970301,0.3977261373486696,0.133222031282007,0.09671838815773455,131.8,248.2
SKAB,5,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.43885612590760126,0.1542398404115374,0.2832426382515325,0.17729152900187256,0.5877408423951649,0.36976162811032365,0.3822309957175042,0.23960098037072414,0.024463156247202984,399.6,664.2
SKAB,3,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.6165883692286114,0.12226767302944504,0.4350394778777355,0.2784369036178771,0.45041524979680375,0.22931425030878047,0.3789653271267773,0.1375933940332461,0.09671838815773455,131.8,248.2
SKAB,5,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5249038022586192,0.03561641405597268,0.31354027675501944,0.1653371674195907,0.4778874720733682,0.28375949365202013,0.37680158991313945,0.20599520556391723,0.024463156247202984,399.6,664.2
SKAB,6,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,6,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.2329840048952395,0.005560196792997626,0.23091184552108365,0.005592443126338902,1.0,0.0,0.37515604037121086,0.007390470714568619,0.012314008578911195,661.0,997.8
SKAB,5,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5300398647946346,0.03810349272475718,0.3150570905777498,0.1667423145310649,0.46857615908350153,0.279581923158675,0.3749623182703414,0.20605563004115618,0.024463156247202984,399.6,664.2
SKAB,5,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5367387160441456,0.04065073427477894,0.31700455671066324,0.1685403659874013,0.45310114978958965,0.2717676578084916,0.3712660426233657,0.2053956981257676,0.024463156247202984,399.6,664.2
SKAB,5,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.29707566819998843,0.1727477363706085,0.25975670198356954,0.1521132958504667,0.5946791625835277,0.37218557409712555,0.3611794353747955,0.21576635213265954,0.024463156247202984,399.6,664.2
SKAB,6,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.49351844444338466,0.11153132775085281,0.18370882759821205,0.13215262931724214,0.4880312779719984,0.38106014028047525,0.265845813950486,0.19458118916559403,0.012314008578911195,661.0,997.8
SKAB,6,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.5021251866125431,0.115048033300732,0.18264811584479482,0.13527895968161283,0.46604566152918325,0.3693128117273354,0.26150332600270226,0.19646352789371274,0.012314008578911195,661.0,997.8
SKAB,6,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.3470706299913733,0.1910785733321869,0.14776838396227795,0.11363068114437563,0.49860921112631096,0.3782864851091095,0.2279230505007772,0.17465380152934679,0.012314008578911195,661.0,997.8
SKAB,6,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.26833170555835667,0.11161853208119797,0.1381604380231631,0.09993612019334251,0.504522301599365,0.3772795914964334,0.216837750968737,0.15798916836250163,0.012314008578911195,661.0,997.8
SKAB,6,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.20923760334657435,0.10367507127226484,0.13663214389700362,0.09995291022176664,0.504522301599365,0.3772795914964334,0.21498061294896767,0.15802093646920384,0.012314008578911195,661.0,997.8
SKAB,7,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.10269185671000253,0.006392178009134458,0.09985461598519757,0.006435681682154144,1.0,0.0,0.18151802391303432,0.010649761750815043,0.0069239199727494215,934.6,1281.8
SKAB,7,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.45982373861756654,0.1569265163466469,0.06661088653658274,0.06038689543237628,0.46875,0.4608712876172696,0.11613286565848234,0.10641003461840151,0.0069239199727494215,934.6,1281.8
SKAB,7,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.35826368467892133,0.210568269369069,0.06137621997938493,0.05986606961662276,0.46875,0.4608712876172696,0.1084519150885284,0.10578614718341696,0.0069239199727494215,934.6,1281.8
SKAB,7,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.242983244862929,0.1500798983984406,0.0537475046424627,0.05231659737923761,0.471875,0.460031772566671,0.09642577006645581,0.09378026977938526,0.0069239199727494215,934.6,1281.8
SKAB,7,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.1930666283241496,0.060901555596585874,0.053659791939157195,0.052193870389317824,0.471875,0.460031772566671,0.09628688944427063,0.09358860909662611,0.0069239199727494215,934.6,1281.8
SKAB,8,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.003615539570794207,2.821297815851508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.18861507371369016,0.09999601117842645,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.23833964622896034,0.19512314815138607,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,8,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.3350776328933527,0.2511770807581184,0.0,0.0,0.0,0.0,0.0,0.0,0.004070559047022505,1230.0,1521.6
SKAB,9,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.004081899349283079,3.3769884706281584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.18134927958136565,0.09768503462867512,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,9,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.32924113776105896,0.24514138944990657,0.0,0.0,0.0,0.0,0.0,0.0,0.003077510230949236,1370.6,1581.0
SKAB,10,0.0,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.001,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.005,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.01,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.05,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.1054,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.2231,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.3567,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.5108,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.00455404137064189,3.82662178584971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.6931,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.16138458126897257,0.10476254589285988,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
SKAB,10,0.9163,3,0.5,avg_negative_log,10,,True,0.999,0.01,25,0.20855011414879115,0.19897542631095175,0.0,0.0,0.0,0.0,0.0,0.0,0.002629467595367408,1467.0,1631.0
